year,ACCESS1-0_historical_r1i1p1-days_prcp_abv,bcc-csm1-1_historical_r1i1p1-days_prcp_abv,BNU-ESM_historical_r1i1p1-days_prcp_abv,CanESM2_historical_r1i1p1-days_prcp_abv,CCSM4_historical_r1i1p1-days_prcp_abv,CESM1-BGC_historical_r1i1p1-days_prcp_abv,CNRM-CM5_historical_r1i1p1-days_prcp_abv,CSIRO-Mk3-6-0_historical_r1i1p1-days_prcp_abv,GFDL-CM3_historical_r1i1p1-days_prcp_abv,GFDL-ESM2G_historical_r1i1p1-days_prcp_abv,GFDL-ESM2M_historical_r1i1p1-days_prcp_abv,inmcm4_historical_r1i1p1-days_prcp_abv,IPSL-CM5A-LR_historical_r1i1p1-days_prcp_abv,IPSL-CM5A-MR_historical_r1i1p1-days_prcp_abv,MIROC-ESM-CHEM_historical_r1i1p1-days_prcp_abv,MIROC-ESM_historical_r1i1p1-days_prcp_abv,MIROC5_historical_r1i1p1-days_prcp_abv,MPI-ESM-LR_historical_r1i1p1-days_prcp_abv,MPI-ESM-MR_historical_r1i1p1-days_prcp_abv,MRI-CGCM3_historical_r1i1p1-days_prcp_abv,NorESM1-M_historical_r1i1p1-days_prcp_abv
1967,0.01580128,1.0383358,0.10018169,0.58773404,0.9104314,0.113669425,1.3792108,0.42520478,0.07940502,0.10014821,0.13935025,0.01580128,0.98907536,0.8810974,1.1626321,1.0158635,0.0,0.06854565,0.1761482,2.4642808,0.25891602
1968,0.4638771,0.0,0.24394895,1.3160096,1.7070705,0.39150536,0.6094383,1.0373853,2.6281247,0.08666048,0.87099755,0.12941611,0.0,0.34959865,0.51789236,1.7118788,0.25101352,1.5144563,1.911915,0.46940047,1.2375585
1969,0.16048574,0.0,0.30342305,0.44610405,0.12710255,1.3178667,1.0126243,0.07088842,0.097868145,0.074412785,0.55045,1.8626546,0.3425853,1.8819101,0.34495977,0.4880481,1.3231663,1.0941666,0.015949251,1.0708592,0.846304
1970,0.019218411,0.51443875,0.3305076,1.1493725,1.8970068,0.11011583,1.531052,1.5004877,0.055057917,0.0919401,1.1183574,0.055057917,0.01580128,0.5270018,1.4180791,0.59725666,0.5078357,1.7584817,1.7546761,0.15543398,0.16447122
1971,0.13416792,0.38412774,0.039256636,0.0708592,0.0708592,0.06857913,0.6625323,0.52455604,0.10780229,0.0,0.24163114,0.0866897,0.0,0.394284,0.67060107,0.92464334,0.75723875,1.8949758,0.12719063,1.0377588,1.9433271
1972,0.03160256,1.1944963,0.88406765,0.039256636,2.230199,0.8965747,0.44342145,1.693216,0.72023296,1.3794957,0.43004644,0.09778006,0.12129001,0.15870512,0.029289013,0.5510634,0.29698843,0.74054277,1.6122065,0.10009361,0.41162506
1973,0.3233185,0.17371957,2.4848945,0.58984506,0.37168017,0.13943833,0.67444015,0.664649,1.6959822,0.3090948,2.0733163,0.937605,0.2270945,0.0,0.060925055,0.01580128,0.8053753,0.46398023,1.0433896,0.36734077,2.1092093
1974,0.8085851,0.3468778,0.04509029,2.1577344,0.052744366,0.10014821,2.0377026,1.038697,0.86216325,0.3190624,0.37374693,0.8220349,0.0,0.0,0.34079263,0.88452774,0.60248035,0.72111756,1.0749921,0.09431455,0.016664708
1975,0.62928265,0.6348337,0.9173449,0.10018169,0.4167328,2.281472,0.8279426,0.84535223,1.9861144,0.8410003,0.055057917,0.54818976,0.9928732,0.039256636,0.7236298,0.15523961,0.13943407,0.15554383,0.9881694,0.01580128,1.2472018
1976,0.039256636,1.1946758,0.5211859,0.30712923,1.009619,0.0,0.7365535,1.9409149,0.055057917,0.23855488,0.665175,0.8028494,0.6548547,0.7068141,0.42679563,0.2104919,1.9363965,0.08429233,0.18638685,1.2754433,1.727122
1977,0.07088842,2.4017584,0.12705417,0.0866897,0.01580128,0.8219083,0.21138857,0.83533657,0.0,0.3507723,0.055057917,1.0263989,0.5604718,0.60482764,1.8155209,0.28174832,1.0537828,0.01580128,0.33236468,0.0,0.4703985
1978,0.8375095,0.40634546,0.01580128,1.3249958,0.7059149,0.881417,0.83885485,0.14699802,1.3758596,0.11353297,0.1137029,0.0,0.029322492,0.0,1.8125507,0.89866465,0.84078497,0.0,0.15292606,0.039256636,1.3677455
1979,0.22363627,1.0157104,0.52955496,0.045123775,0.38839933,0.08438041,0.7183977,0.21537136,0.01580128,0.31317458,0.2290314,1.2619773,0.0,0.22889526,0.10246176,1.4392426,0.7545165,0.15295954,1.143588,0.058611505,1.5903903
1980,0.08779328,0.0,0.56567526,0.01580128,0.14290383,0.90183306,1.3793472,0.8609806,1.7749158,0.4121691,1.2245941,0.12591712,0.37690002,1.1477134,0.642573,0.055057917,0.10014821,0.01580128,0.60411114,0.11011583,0.80531985
1981,1.0239257,0.22138542,0.14285547,0.9362518,0.21029752,2.6660063,0.0,0.26514536,0.9028918,0.0,0.43405232,0.20702705,0.01580128,0.01580128,0.9746904,0.12950419,0.0,1.0658315,0.0,0.12941611,0.632321
1982,0.08438041,0.88581675,0.16517375,1.4334623,0.18555212,1.9347076,0.040867656,0.5110757,0.35610652,0.2213562,1.6711031,0.85883933,0.509442,0.627674,0.2648679,1.2020559,0.2039055,0.5771911,1.045153,1.6572508,0.0708592
1983,0.01580128,1.1292682,0.36408994,0.08438041,0.055921342,0.01580128,1.179865,0.86809117,0.052744366,0.5486694,0.29397115,2.3436275,0.0708592,1.9993877,0.03270614,0.32736441,0.097868145,0.0,0.9178596,0.15958972,2.0585527
1984,0.11361482,1.5889857,1.114381,1.0999866,1.0420742,0.37837645,0.097868145,0.5670108,2.0507984,0.01580128,0.24064352,1.3935341,0.01580128,0.5553531,0.08434693,0.937605,0.1627993,0.0034171303,0.055057917,0.80334246,0.0
1985,0.0,1.1101159,1.3611438,0.13943833,0.055057917,2.0446157,0.9388066,1.0220606,1.6213185,2.3695776,0.3309391,0.82560277,0.039256636,0.11011583,0.0708592,2.1750338,0.6537791,0.3391198,0.3391198,0.11358134,0.6533416
1986,0.01580128,1.2726094,1.0810231,0.69902754,1.1423067,1.072617,0.0,0.0,0.51779777,0.32156712,0.23134494,0.9782385,0.6311225,0.942926,0.055057917,0.19218269,0.8614307,0.016664708,1.7010483,0.01580128,1.3369619
1987,1.920978,0.96569675,1.5448964,0.5994053,1.2528404,0.946933,0.8573673,0.35402507,0.01580128,1.3250643,0.8888577,0.5597472,1.4934067,1.2714398,0.57443833,0.99966514,0.01580128,0.01580128,0.18447402,0.01580128,0.30070585
1988,1.0906487,3.2788095,1.5827321,1.5908743,0.0,0.24503337,0.31881425,0.0,1.2241828,0.49693522,1.0689852,1.3509059,0.097868145,0.37029573,0.45988604,0.16903156,0.3132168,0.3682613,2.2245855,0.10246176,0.0708592
1989,0.3767021,0.402714,0.45055327,0.13943833,1.1601323,0.0,0.045123775,1.1166712,0.1270207,0.93134713,0.21946824,0.01580128,0.92392445,0.055057917,0.5580113,0.10104512,1.8693395,0.6626943,0.912609,0.6960866,1.0426159
1990,0.36273605,0.48176548,0.727148,0.7159361,1.0109227,0.24539803,0.09431455,0.28729978,1.1086087,0.2554989,1.1550581,1.2925512,0.18105666,0.50310826,0.1627993,0.44913614,0.4140072,1.6738584,0.67274135,0.5274421,1.5181016
1991,0.13755618,0.5843993,0.8976157,2.4029143,0.01580128,0.9478974,0.029289013,0.6288319,1.2489974,0.94270074,0.728831,0.0,1.0977411,0.08438041,0.7413138,0.17799243,0.947456,0.06854565,0.5072828,0.13706388,0.0866897
1992,0.33903173,0.5042199,1.2228801,0.27740026,1.0439343,0.0,1.0540372,0.89524466,0.41062912,1.4707791,1.0693864,0.19462366,0.047403842,0.19957277,2.6507256,0.01580128,0.6989304,0.0,0.3562768,0.78841656,0.23374061
1993,0.0,0.5780096,0.12354266,0.8914068,0.5644635,0.0,0.16048574,0.01580128,0.055057917,0.14699802,1.6141424,1.1842824,0.9766366,1.0338802,0.43577313,0.78187597,0.2647156,0.21788643,1.3686918,0.89839995,0.54717034
1994,0.2086984,0.25536245,0.0,0.0708592,0.0919401,0.0,1.2633214,0.055057917,0.2825783,0.13943833,0.31485856,1.1456847,1.9131588,0.9764651,0.9416509,0.17632051,0.055057917,0.29847687,2.0992393,0.0,0.2471797
1995,0.17793153,0.4848967,0.21699041,1.9179229,1.2448661,1.0479529,2.17432,0.01580128,0.055057917,1.0417292,1.4698188,0.0,0.85938245,0.0,0.14026827,0.21376303,0.75571287,0.33903173,0.6722036,0.5221783,0.50505036
1996,1.0156533,2.4851038,0.33908632,0.71236885,0.0,0.6468326,0.7969927,0.10774138,0.14290383,0.6783944,0.55737275,0.82569426,0.12591712,0.7184585,0.16872734,0.0,0.7808798,1.264212,1.0881371,0.4685048,0.29195502
1997,1.2017175,1.5650282,0.13934395,0.0,0.7356931,0.23893811,0.055057917,0.3524312,0.6674271,0.1335712,0.28129703,0.08434693,1.2391409,0.0034171303,0.41670817,0.87068874,0.24377578,0.42360651,0.42172453,0.5784083,2.1587982
1998,0.3092902,0.84926856,0.914217,0.1786298,0.8850056,0.01580128,0.75968117,0.58782244,0.3540543,0.10009361,0.83177644,0.9646833,1.1185999,0.32416967,0.5672978,1.8105607,0.2547394,0.76011324,0.6553395,0.75298685,1.2926645
1999,0.8431424,1.1576213,1.7135142,0.055057917,0.14798415,0.055057917,0.3133509,0.0,1.0969027,1.4686714,0.30500782,1.0296488,0.19397517,0.7320577,0.06857913,0.51548445,0.25394055,0.9150334,0.716058,0.15286516,0.7317522
2000,0.79799956,0.46039683,0.8582771,0.032465987,0.87836546,0.055057917,0.22313683,0.12591712,0.7413138,0.11369865,1.7988515,0.10009361,0.78201,0.28406188,0.08666048,0.53621477,0.0708592,0.0,1.7579982,0.01580128,0.86123765
2001,0.039256636,2.030531,0.54334307,0.41634816,0.47782648,0.7159002,0.19691661,0.5319208,0.37177336,2.199687,0.11011583,1.6659632,0.5045513,0.055057917,0.543491,0.1720644,0.2547394,1.3540208,2.2949612,1.0843469,0.58905745
2002,0.2214108,2.8085828,0.61153615,0.060925055,3.5819693,0.03160256,0.0,0.055057917,1.1062305,1.3939404,1.2980323,0.6030917,3.0678074,0.08666048,1.7271079,1.1131444,0.60051864,0.3392261,0.23134494,1.3541291,1.1762693
2003,0.29560667,0.14287035,1.2912247,0.047403842,0.4450763,0.0,1.6951181,0.49251097,0.31816638,0.7355113,0.45781738,0.039256636,0.73669016,0.34578347,2.517297,2.1146407,0.6886304,0.25912294,0.0,0.2666731,0.0143511575
2004,0.7802021,2.3752565,1.3553522,1.6648953,0.8957296,0.3291268,1.0557734,0.77078533,0.88717157,1.9211937,2.2538524,0.17742409,0.85149795,0.27345985,0.88823664,0.54408914,0.6845908,1.2790045,0.36099005,0.14521739,0.18290533
