year,ACCESS1-0_historical_r1i1p1-days_prcp_abv,bcc-csm1-1_historical_r1i1p1-days_prcp_abv,BNU-ESM_historical_r1i1p1-days_prcp_abv,CanESM2_historical_r1i1p1-days_prcp_abv,CCSM4_historical_r1i1p1-days_prcp_abv,CESM1-BGC_historical_r1i1p1-days_prcp_abv,CNRM-CM5_historical_r1i1p1-days_prcp_abv,CSIRO-Mk3-6-0_historical_r1i1p1-days_prcp_abv,GFDL-CM3_historical_r1i1p1-days_prcp_abv,GFDL-ESM2G_historical_r1i1p1-days_prcp_abv,GFDL-ESM2M_historical_r1i1p1-days_prcp_abv,inmcm4_historical_r1i1p1-days_prcp_abv,IPSL-CM5A-LR_historical_r1i1p1-days_prcp_abv,IPSL-CM5A-MR_historical_r1i1p1-days_prcp_abv,MIROC-ESM-CHEM_historical_r1i1p1-days_prcp_abv,MIROC-ESM_historical_r1i1p1-days_prcp_abv,MIROC5_historical_r1i1p1-days_prcp_abv,MPI-ESM-LR_historical_r1i1p1-days_prcp_abv,MPI-ESM-MR_historical_r1i1p1-days_prcp_abv,MRI-CGCM3_historical_r1i1p1-days_prcp_abv,NorESM1-M_historical_r1i1p1-days_prcp_abv
1975,0.0,0.0,0.0,0.0,0.0,0.18980823,0.0,0.0,0.0,0.0,0.0,0.013487731,0.0,0.0,0.0,0.0,0.0,0.0,0.055057917,0.0,0.0
1976,0.0,0.0,0.0,0.0,0.055057917,0.0,0.0,0.029289013,0.0,0.0,0.0,0.01580128,0.0,0.0,0.0,0.0,0.055057917,0.0,0.0,0.0,0.0
1977,0.0,0.039256636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01580128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013487731,0.0,0.0,0.0,0.0,0.0,0.0,0.039256636,0.0,0.0,0.0,0.0,0.0
1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052744366
1980,0.0,0.0,0.0,0.0,0.0,0.0,0.055057917,0.0,0.0,0.0,0.15338668,0.0,0.0,0.013487731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981,0.0,0.0,0.0,0.0,0.0,0.01580128,0.0,0.0,0.01580128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055057917,0.01580128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12941611,0.0
1983,0.0,0.01580128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20205593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039256636
1984,0.0,0.01580128,0.0,0.0,0.0,0.0,0.0,0.0,0.013487731,0.0,0.0,0.13706388,0.0,0.0,0.0,0.13864772,0.0,0.0,0.0,0.0,0.0
1985,0.0,0.055057917,0.5197904,0.0,0.0,0.0,0.0,0.0,0.01580128,0.3476656,0.0,0.0,0.0,0.0,0.0,0.08438041,0.01580128,0.0,0.0,0.0,0.0
1986,0.0,0.0,0.0,0.0,0.0,0.029289013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06854565,0.0,0.0
1987,0.0,0.0,0.039256636,0.0,0.0,0.12941611,0.0,0.0,0.0,0.013487731,0.0,0.0,0.0,0.055057917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988,0.01580128,0.3455085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055057917,0.0,0.0
1989,0.0,0.0,0.0,0.0,0.23893811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990,0.0,0.0,0.0,0.0,0.01580128,0.0,0.0,0.0,0.055057917,0.0,0.0,0.01580128,0.0,0.0,0.0,0.0,0.01580128,0.01580128,0.0,0.0,0.0
1991,0.0,0.0,0.0,0.01580128,0.0,0.0,0.0,0.0,0.052744366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992,0.0,0.0,0.055057917,0.0,0.0,0.0,0.013487731,0.0,0.0,0.06854565,0.0,0.0,0.0,0.0,0.80254203,0.0,0.0,0.0,0.0,0.0,0.0
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039256636,0.0,0.0,0.01580128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3291268,0.0,0.0,0.0,0.0,0.0,0.01580128,0.0,0.0
1995,0.0,0.055057917,0.0,0.013487731,0.0,0.14699802,0.0708592,0.0,0.0,0.0,0.0,0.0,0.055057917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,0.013487731,0.01690486,0.0,0.0,0.0,0.029289013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013487731,0.0,0.0,0.0
1997,0.0,0.0708592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039256636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055057917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013487731
2000,0.0,0.0,0.01580128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039256636,0.0,0.0
2001,0.0,0.06854565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10021091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14699802,0.0,0.0919401,0.013487731
2002,0.0,0.4594821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01580128,0.0,0.20205593,0.0,0.01580128,0.01580128,0.0,0.0,0.0,0.01580128,0.0
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01580128,0.03160256,0.0,0.0,0.0,0.0,0.0
2004,0.0,0.14699802,0.0,0.039256636,0.0,0.0,0.055057917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
