year,ACCESS1-0_rcp45_r1i1p1-cooling_degree_day,ACCESS1-0_rcp85_r1i1p1-cooling_degree_day,bcc-csm1-1_rcp26_r1i1p1-cooling_degree_day,bcc-csm1-1_rcp45_r1i1p1-cooling_degree_day,bcc-csm1-1_rcp60_r1i1p1-cooling_degree_day,bcc-csm1-1_rcp85_r1i1p1-cooling_degree_day,BNU-ESM_rcp45_r1i1p1-cooling_degree_day,BNU-ESM_rcp85_r1i1p1-cooling_degree_day,CanESM2_rcp26_r1i1p1-cooling_degree_day,CanESM2_rcp45_r1i1p1-cooling_degree_day,CanESM2_rcp85_r1i1p1-cooling_degree_day,CCSM4_rcp26_r1i1p1-cooling_degree_day,CCSM4_rcp45_r1i1p1-cooling_degree_day,CCSM4_rcp60_r1i1p1-cooling_degree_day,CCSM4_rcp85_r1i1p1-cooling_degree_day,CESM1-BGC_rcp45_r1i1p1-cooling_degree_day,CESM1-BGC_rcp85_r1i1p1-cooling_degree_day,CNRM-CM5_rcp45_r1i1p1-cooling_degree_day,CNRM-CM5_rcp85_r1i1p1-cooling_degree_day,CSIRO-Mk3-6-0_rcp26_r1i1p1-cooling_degree_day,CSIRO-Mk3-6-0_rcp45_r1i1p1-cooling_degree_day,CSIRO-Mk3-6-0_rcp85_r1i1p1-cooling_degree_day,GFDL-CM3_rcp26_r1i1p1-cooling_degree_day,GFDL-CM3_rcp60_r1i1p1-cooling_degree_day,GFDL-CM3_rcp85_r1i1p1-cooling_degree_day,GFDL-ESM2G_rcp26_r1i1p1-cooling_degree_day,GFDL-ESM2G_rcp45_r1i1p1-cooling_degree_day,GFDL-ESM2G_rcp60_r1i1p1-cooling_degree_day,GFDL-ESM2G_rcp85_r1i1p1-cooling_degree_day,GFDL-ESM2M_rcp26_r1i1p1-cooling_degree_day,GFDL-ESM2M_rcp45_r1i1p1-cooling_degree_day,GFDL-ESM2M_rcp60_r1i1p1-cooling_degree_day,GFDL-ESM2M_rcp85_r1i1p1-cooling_degree_day,inmcm4_rcp45_r1i1p1-cooling_degree_day,inmcm4_rcp85_r1i1p1-cooling_degree_day,IPSL-CM5A-LR_rcp26_r1i1p1-cooling_degree_day,IPSL-CM5A-LR_rcp45_r1i1p1-cooling_degree_day,IPSL-CM5A-LR_rcp60_r1i1p1-cooling_degree_day,IPSL-CM5A-LR_rcp85_r1i1p1-cooling_degree_day,IPSL-CM5A-MR_rcp26_r1i1p1-cooling_degree_day,IPSL-CM5A-MR_rcp45_r1i1p1-cooling_degree_day,IPSL-CM5A-MR_rcp60_r1i1p1-cooling_degree_day,IPSL-CM5A-MR_rcp85_r1i1p1-cooling_degree_day,MIROC-ESM-CHEM_rcp26_r1i1p1-cooling_degree_day,MIROC-ESM-CHEM_rcp45_r1i1p1-cooling_degree_day,MIROC-ESM-CHEM_rcp60_r1i1p1-cooling_degree_day,MIROC-ESM-CHEM_rcp85_r1i1p1-cooling_degree_day,MIROC-ESM_rcp26_r1i1p1-cooling_degree_day,MIROC-ESM_rcp45_r1i1p1-cooling_degree_day,MIROC-ESM_rcp60_r1i1p1-cooling_degree_day,MIROC-ESM_rcp85_r1i1p1-cooling_degree_day,MIROC5_rcp26_r1i1p1-cooling_degree_day,MIROC5_rcp45_r1i1p1-cooling_degree_day,MIROC5_rcp60_r1i1p1-cooling_degree_day,MIROC5_rcp85_r1i1p1-cooling_degree_day,MPI-ESM-LR_rcp26_r1i1p1-cooling_degree_day,MPI-ESM-LR_rcp45_r1i1p1-cooling_degree_day,MPI-ESM-LR_rcp85_r1i1p1-cooling_degree_day,MPI-ESM-MR_rcp26_r1i1p1-cooling_degree_day,MPI-ESM-MR_rcp45_r1i1p1-cooling_degree_day,MPI-ESM-MR_rcp85_r1i1p1-cooling_degree_day,MRI-CGCM3_rcp26_r1i1p1-cooling_degree_day,MRI-CGCM3_rcp45_r1i1p1-cooling_degree_day,MRI-CGCM3_rcp60_r1i1p1-cooling_degree_day,MRI-CGCM3_rcp85_r1i1p1-cooling_degree_day,NorESM1-M_rcp26_r1i1p1-cooling_degree_day,NorESM1-M_rcp45_r1i1p1-cooling_degree_day,NorESM1-M_rcp60_r1i1p1-cooling_degree_day,NorESM1-M_rcp85_r1i1p1-cooling_degree_day
2060,811.60016,1012.6113,460.36536,745.9887,688.71906,759.80835,699.006,720.2598,657.84375,690.97736,929.56964,503.88193,615.49677,722.46277,678.42126,574.92706,726.4594,629.4993,596.2249,496.4807,659.04376,768.493,551.16534,770.8408,1033.9724,547.7881,468.50754,619.5209,561.6952,457.9784,390.75827,460.34323,675.67096,512.05695,469.2865,547.43463,687.54114,587.30457,918.0197,595.2209,674.3083,747.0043,879.42236,579.45844,640.0919,680.62524,873.76385,664.40924,668.719,570.1035,884.7862,521.73016,602.7662,499.59158,799.9863,621.29114,553.5061,1069.9752,492.8762,493.4496,786.2112,407.08286,475.7468,436.40588,662.9238,625.24664,745.5013,666.55817,616.6144
2061,737.7343,808.60956,526.39325,684.48895,742.6627,607.92535,724.412,813.8682,758.1413,571.0737,921.06213,570.8882,645.85297,552.83276,636.4675,673.0419,724.69574,573.2383,734.60504,457.83188,737.4113,794.98157,770.3967,844.45764,832.99536,526.02234,556.0548,569.9272,807.564,475.07523,476.6818,379.4774,661.2209,374.31467,701.29504,533.49133,672.20654,618.6507,674.8931,617.2246,707.51605,726.3774,990.3341,663.4734,678.78986,671.5079,881.14484,568.60913,705.75574,621.0865,952.0411,550.4131,516.4009,522.2298,758.64276,418.00192,700.8986,910.4588,586.5054,658.87756,848.5964,471.65433,421.84662,521.4645,714.27423,479.24902,723.9808,539.7848,685.6257
2062,758.0068,1031.9612,473.2698,680.833,721.21375,686.98035,693.5051,913.7064,734.59247,772.9507,858.39905,538.1239,570.0977,585.1038,823.49164,630.47614,776.1682,659.14105,721.5153,477.5862,732.7151,770.92145,624.59247,665.79364,872.6984,453.40472,578.99994,566.03015,767.49084,382.17746,491.8016,440.06836,595.7714,459.9433,681.75793,564.0268,673.1505,551.3132,764.11523,549.8053,765.6484,565.20593,918.39886,657.4311,706.0552,704.2323,890.7883,527.1561,714.9798,683.8965,879.3019,532.4244,583.67303,568.4486,684.0896,523.4301,661.49133,872.1161,721.1802,688.4605,807.5444,427.7155,469.57843,494.52576,659.9637,384.66577,566.51117,682.03,980.2985
2063,727.05206,784.56085,639.92786,642.24945,780.56683,750.2752,773.95276,758.8828,649.9824,805.033,866.10187,472.4769,649.71423,541.19037,790.8661,666.39935,929.82324,518.60693,629.14343,565.85333,601.7742,787.13116,697.9892,790.61304,988.6143,575.5732,662.9659,495.23975,814.2114,624.61383,595.32983,475.98355,624.60706,517.67236,633.71204,581.35474,699.5313,737.8659,917.81866,516.4504,614.70807,585.5999,942.81915,529.7518,758.1738,707.17834,909.509,616.21124,678.4287,723.90466,824.3819,530.9992,603.1214,628.1814,711.35425,400.15826,481.88046,701.6837,672.62634,454.64163,842.50836,423.73843,483.42386,478.86023,666.64557,442.1375,696.11615,574.99243,877.5648
2064,782.1999,945.8297,534.3764,718.7228,717.8935,815.70734,615.9016,783.4362,678.5355,740.69965,1055.9438,371.83975,536.03503,588.70306,748.6525,506.20276,779.2645,699.8814,756.3007,557.1521,729.9555,943.0812,630.26355,766.6863,1120.9117,423.81616,596.39655,601.544,789.2654,460.5674,485.1242,418.51266,699.017,408.6773,693.8248,486.7892,802.5407,787.90344,1044.8464,542.7037,644.37866,669.6716,916.78986,608.4943,697.5451,680.78723,953.5143,616.40875,682.88715,646.68506,858.9534,482.19803,565.93585,564.4973,797.06433,472.34375,593.39166,928.32043,442.22406,837.3355,822.0565,501.59808,550.57574,433.10236,686.529,582.46106,480.1832,614.7468,764.40643
2065,718.0794,836.8154,481.41605,619.5825,698.1457,816.9049,690.16223,885.31464,602.0416,654.91,1025.7074,454.3877,677.3645,562.3207,831.00946,603.5367,641.51636,460.43787,666.5361,604.61755,643.19855,861.99695,858.7279,826.1352,1130.1306,478.53937,578.6515,578.28265,836.44543,437.3531,569.5013,466.20032,750.394,435.14923,673.3048,719.42523,731.1673,609.8281,912.03625,598.06226,760.2744,663.5494,882.0181,592.1292,834.83093,705.6733,957.6653,608.38306,732.64606,707.2418,953.50433,513.0238,676.9857,599.2165,748.8855,449.1728,591.7261,829.2748,474.7844,774.6108,1038.2994,433.04535,464.67972,475.8927,558.3057,492.63843,666.48755,479.0469,682.58856
2066,760.03033,1054.861,454.77466,700.6589,478.41272,833.3294,653.3471,801.7729,614.9939,682.7277,1040.3789,494.47495,569.6628,709.6768,768.31476,661.0593,736.6502,494.2641,689.7126,588.3115,767.792,832.0364,607.5356,729.6197,1117.2985,411.9974,588.68005,586.5059,736.9612,487.5123,543.6236,494.89517,681.39655,435.16058,861.83984,557.7736,676.26917,705.9356,873.8864,521.24945,795.81555,784.5709,868.5289,645.81946,713.3806,733.0167,888.5555,565.9597,806.6813,781.77966,840.01624,565.1555,693.77924,643.7165,739.9904,498.0892,585.83514,787.57806,423.62045,682.7063,848.2204,528.1447,540.19244,352.91946,593.27136,508.57523,605.98065,683.04755,905.36005
2067,711.5189,937.81274,495.8353,696.9412,504.57358,860.1249,784.97125,873.4025,589.97345,610.39606,919.40656,527.0125,680.16156,688.18036,927.38715,627.7365,833.7554,484.3296,675.47437,632.8341,726.1103,970.1974,687.7254,825.7173,1066.3357,448.4856,474.36325,600.9643,962.39886,498.3134,538.79895,448.01337,763.96277,500.5981,673.9041,448.52277,822.22174,672.575,910.35034,642.29425,762.5643,726.14404,1154.4714,526.2369,792.4338,773.20746,928.7953,637.3066,730.0736,644.4964,840.12537,563.18774,576.05743,607.3662,847.4751,429.477,707.9452,947.3797,517.3106,496.28824,815.4733,475.1721,520.7666,479.14404,597.53485,481.4857,646.0545,629.1637,739.6562
2068,751.2416,957.3759,648.0769,547.4999,380.42017,708.4602,679.78186,1014.6409,631.89154,550.61456,939.0774,523.109,549.77655,580.56573,898.7538,634.6644,813.39343,501.5216,754.6772,549.408,744.2579,938.3648,713.5315,713.51575,1122.91,540.50684,603.454,551.1803,823.3035,564.92395,539.4582,472.77866,758.5341,469.8254,797.42566,522.5955,711.36694,765.7775,1002.54987,512.50555,703.4572,922.8407,943.8484,598.8121,729.4695,678.2958,918.9399,596.1839,674.8106,701.27325,942.9179,503.74838,591.5097,683.26245,740.3121,512.2988,596.6507,1020.9698,492.8271,676.9569,866.63544,383.8754,544.81775,601.84485,676.3807,493.0649,786.4255,580.5315,803.42505
2069,751.6826,886.0751,535.6516,740.67053,347.28934,972.1332,686.5314,915.37134,638.7421,741.67346,915.2128,514.8934,697.3834,592.4915,867.13007,536.0508,825.9043,440.86606,698.0451,513.7177,707.8321,948.5211,730.62445,787.3048,1191.5222,484.74384,645.65784,578.6973,705.42993,456.98868,707.4972,740.76483,673.0792,552.4102,840.2845,510.80975,694.2815,667.14526,969.7871,563.7612,776.47736,792.3045,1039.4628,630.13885,722.6028,739.0757,919.1344,614.27856,767.7593,765.11896,1041.4786,492.8214,648.99725,543.1827,848.4463,557.494,582.2453,821.08966,505.65546,616.8826,932.12854,353.27704,487.96487,521.0402,701.6632,495.09998,730.45496,514.9425,896.9061
2070,802.76276,982.2969,532.57745,700.50446,518.67084,945.76544,579.01025,950.4658,626.839,749.8182,1055.2775,478.16397,614.98615,699.04584,859.5875,649.65686,778.71454,522.8844,739.76886,615.63525,770.34717,834.5587,756.5362,899.86255,1051.0315,327.63464,656.4466,524.7724,789.9299,496.35638,530.99634,541.17975,684.50464,540.1157,392.60544,557.19507,676.4545,613.6039,1045.0963,449.072,646.5694,696.1629,1081.1477,556.97186,684.2568,819.37964,986.6978,546.2419,690.45337,807.2948,927.7208,606.8396,637.7663,645.62177,879.51685,469.56116,601.8509,866.61646,386.34976,639.9986,962.106,397.96494,521.4282,523.8107,671.0921,523.9829,630.1096,541.2381,882.7169
2071,749.55054,980.60297,425.0135,678.7691,542.93964,842.54504,777.5749,1011.3438,586.49835,695.2885,1048.3293,602.2269,651.20337,623.45593,875.6328,600.6231,751.13306,515.575,806.0479,556.964,761.7419,891.1282,720.93896,840.4529,1148.2031,462.80325,563.5326,656.28094,757.9191,552.51355,430.63712,583.60565,821.0556,545.48486,396.18634,528.6942,683.8071,803.1875,992.91754,534.35803,839.4629,729.7258,1151.3705,630.02496,677.46094,810.969,1014.3448,568.1181,704.92365,732.03796,913.3305,532.9134,709.7388,671.216,796.6944,444.8569,604.7939,945.87286,482.66486,702.6872,891.2282,389.19315,433.41434,485.937,581.5264,451.61868,521.5337,786.05884,805.12805
2072,889.3578,882.3591,432.23288,661.20276,536.694,694.90564,685.8857,918.018,699.3192,775.3192,912.6981,544.33417,598.8685,614.4946,924.3117,668.5022,803.601,648.5139,666.9615,511.059,726.984,957.0953,695.58295,828.8589,1142.21,430.8533,620.2901,575.6767,748.1475,556.58466,529.28253,612.32764,1037.3984,608.96533,712.6678,585.2981,754.7741,616.2463,1166.3927,565.34094,679.5512,898.89374,1092.098,568.91974,712.9371,759.54034,998.6899,630.59534,725.0421,744.81525,1013.89594,566.1456,655.22943,562.6482,946.10657,403.20963,696.40576,1112.8955,629.5274,689.0797,780.65955,422.52414,457.9063,592.46313,710.61646,482.65622,776.7788,639.6099,885.698
2073,706.1538,882.99774,469.13928,604.9818,446.807,962.121,841.57275,1002.33136,570.98926,731.1242,1122.1692,535.802,601.7616,579.61426,744.6883,642.7777,827.02856,541.4137,701.79694,552.72186,774.03394,951.6874,805.5711,819.0689,1256.2386,509.19696,544.2781,576.90845,738.948,456.52594,527.00366,586.9966,757.5021,602.5089,953.2232,552.1546,729.41797,788.29175,1050.723,590.7614,681.1033,708.241,1128.3761,622.13727,726.5094,787.72974,1091.7942,617.53424,807.04205,713.706,1058.5735,595.0159,592.8834,626.17694,981.5758,392.10107,535.0882,961.83673,549.80994,559.4704,1026.1866,429.0533,413.63995,540.8552,683.82117,519.9722,740.1385,665.73224,803.2101
2074,750.0504,1019.0468,528.6088,642.95514,361.14084,905.1693,739.9081,926.9125,563.52637,705.53235,1145.0568,468.39267,663.46216,625.18115,937.00916,669.93884,923.7759,690.5619,791.807,645.24896,621.45526,891.4764,638.14453,802.34753,1117.7858,468.3135,680.1354,576.7649,786.33575,374.78256,623.374,636.11597,830.9302,652.2677,909.5876,612.9112,760.9768,859.57306,1194.1577,525.69055,764.95337,773.1526,1101.2341,570.4224,806.28394,830.59534,1130.4634,536.8486,797.667,782.401,972.07434,558.1097,568.3554,640.41895,870.4079,577.9888,603.66455,908.54254,497.04,569.2413,1069.1941,421.37698,475.29086,698.36597,774.2917,539.6926,616.7049,631.1214,789.2576
2075,607.7553,1106.1865,409.99664,668.47595,478.83453,975.1689,792.8234,920.1345,555.9619,845.5411,973.8791,453.02856,630.26685,726.56976,946.2935,653.35767,795.44507,508.14825,830.5286,602.38806,668.91425,999.4359,823.4726,1047.9955,1279.0016,540.972,641.40436,800.6674,834.687,441.41144,598.50183,597.499,734.3971,506.50433,620.26715,484.65222,762.54846,700.6393,996.9324,522.8388,761.39496,706.4761,1075.7589,627.3768,690.87756,844.9211,1022.579,560.271,805.4213,815.43317,1040.4769,499.6104,704.61975,688.5374,822.0158,505.16,742.9244,867.86993,651.1519,604.4593,1021.88947,472.03763,627.0612,566.94116,621.86884,498.44595,777.9582,631.2545,852.47943
2076,704.5071,1099.5529,426.05438,446.82642,531.0486,930.1566,797.8321,909.23334,591.9977,870.709,1071.6667,559.33905,669.126,746.83954,906.5907,599.203,922.32526,628.245,921.9339,477.51956,757.0501,935.20233,855.2924,1149.8845,1092.6814,549.22015,695.83124,662.0208,964.27795,393.66058,511.31784,590.9658,887.1464,526.37085,399.04443,565.3184,718.2308,753.0336,992.5388,609.8828,737.65546,736.3196,1189.0596,547.91766,658.2954,817.5908,1126.0592,563.9269,690.68585,719.3045,1054.926,462.76627,684.4582,656.99304,1012.7642,569.4388,696.70306,1011.1453,529.47235,775.0594,997.95374,377.1557,568.9619,604.6114,695.0021,517.34357,772.4903,630.87415,853.0927
2077,726.29395,1143.5593,474.90378,654.12866,428.792,1019.6605,838.91095,1019.2175,545.2905,865.19604,1092.6125,464.42297,630.1656,728.54016,855.9185,664.77045,839.37524,598.17535,702.2299,551.31793,691.06824,1033.6262,555.5252,952.2524,1247.3704,547.33484,495.52628,604.8286,1014.6779,371.34964,585.81616,610.54877,712.43994,460.62555,502.70236,482.8935,804.46045,777.7057,1131.3696,512.71295,759.977,767.93365,1185.0984,691.04974,727.88904,884.39746,1108.5785,709.9035,712.1272,762.27997,1056.1853,537.447,650.8465,638.11993,855.5419,457.4432,538.9274,1071.384,424.52948,609.0138,979.03516,427.343,566.17,577.52026,744.61694,484.83167,658.5618,665.391,886.8844
2078,758.6361,1084.3177,511.01633,615.48,375.98322,889.78735,852.2099,1105.3971,581.7948,730.6974,1080.8094,508.1781,586.8348,603.846,886.80005,625.4967,894.5143,652.5417,962.81866,520.0426,655.9175,1080.1654,696.3833,995.003,1194.9078,491.09338,536.2856,623.98627,902.2156,441.58215,474.44775,563.04285,638.12427,447.08148,769.78595,665.2856,601.99493,736.8332,1144.8955,584.18115,811.939,816.739,1151.8447,672.26166,662.6066,832.7373,1083.3268,669.49695,778.6174,784.20624,1058.6456,534.6679,712.06256,714.1284,906.5981,491.169,657.83527,904.3931,441.50238,728.3132,844.87164,429.85318,531.42303,622.77203,694.1327,523.3552,633.31726,834.2591,882.7718
2079,858.18146,1027.6985,468.4698,540.6853,371.22827,1027.0427,666.3382,1035.2028,554.4771,798.82855,1037.3535,494.81122,716.9576,767.9931,917.8967,601.26575,717.09235,531.6104,754.4284,544.17303,700.9021,1060.6061,605.09705,831.8134,1157.5488,497.23245,658.87866,770.3122,804.89355,431.0538,653.0434,596.3423,938.1781,503.90924,643.9756,598.04974,658.3076,725.093,1235.2623,445.42108,632.5698,855.74646,967.07043,622.09607,761.84906,810.12897,1224.9838,646.1315,759.9955,754.5135,1009.2029,519.32513,629.11755,645.2833,925.39325,502.7259,714.66016,1059.4795,465.23297,728.43036,901.67554,370.09274,492.95197,601.5834,677.61487,562.05646,721.74695,740.1559,984.7656
2080,791.3915,1091.2511,516.27704,569.49445,437.1724,1119.1989,725.17505,1063.5442,591.37604,792.5056,1046.7838,568.0786,640.9134,796.12067,847.8794,630.83307,954.1071,666.78906,781.8743,468.79037,888.0923,891.92975,769.19116,1009.30115,1054.3737,445.03314,478.4158,735.1322,895.225,507.21146,529.66956,595.10364,842.57104,657.4765,708.1003,574.92114,839.9358,691.76434,1151.8943,475.24957,734.8978,828.8188,1248.1744,566.7009,671.46515,788.419,1209.1414,556.19183,716.0804,841.48895,1034.5957,439.5677,779.35455,724.4088,900.9743,435.70416,635.4148,1014.39276,416.75296,857.5747,1104.3013,490.59106,542.813,474.64313,748.33624,609.9522,644.4519,750.73486,869.0524
2081,760.59064,1191.7284,571.1995,774.198,552.0768,1102.8645,855.17706,1051.719,558.44995,791.20197,1205.2301,481.17035,702.76355,690.6339,971.9109,576.72235,867.00586,487.6184,940.11884,533.90125,644.2423,967.0897,692.18427,899.3534,1300.8978,494.39386,485.07288,760.6077,984.8286,484.78354,627.8688,579.20306,700.32043,433.74146,688.63776,503.8301,744.0252,836.0541,1057.2567,531.6672,785.1707,783.552,1334.2471,554.5577,695.56903,853.9152,1045.7316,537.5601,711.06964,807.08765,1132.4193,497.5187,715.8979,686.0383,957.8634,566.7922,586.97577,999.8826,589.05023,667.32684,1084.0692,428.66232,588.3989,546.72034,696.9547,451.02826,606.578,699.05176,828.53564
2082,887.24304,1084.2218,453.2217,587.0769,422.40817,1066.2207,749.9208,1016.18884,567.86346,768.30896,1073.2482,527.40643,726.55835,642.53937,1009.93665,657.55963,859.0197,753.3378,911.80414,558.55963,749.1598,1012.9511,768.97455,887.87244,1188.3656,409.35443,664.7835,658.1786,906.9969,396.59595,664.9549,690.8106,806.3333,457.49918,592.7131,542.6408,859.4328,850.0595,1085.021,611.6985,879.2798,867.37854,1198.579,574.581,784.8434,872.648,1159.1034,577.3992,724.7291,821.23987,1229.0175,527.6121,679.3903,726.4603,963.6536,464.35043,697.2777,1036.8075,466.82175,616.1535,948.5806,451.25583,552.4682,621.2016,653.821,519.2838,676.3562,705.7233,874.82104
2083,960.5464,1187.6306,535.8152,719.06287,511.40186,1018.69946,786.0488,1115.7083,584.4862,737.1761,1131.3844,496.22357,731.17535,696.96234,924.88806,641.0364,947.3206,791.5124,752.90436,536.41833,639.6799,883.59595,739.07294,1045.7344,1350.2517,431.1424,808.32605,693.1735,848.391,360.5071,516.9142,609.3296,897.72687,575.2857,941.68317,504.00934,762.2253,878.8487,1140.8242,447.09607,652.9596,780.5485,1232.8397,690.174,780.2059,742.19995,1168.656,651.0109,647.1169,866.15027,1209.1412,535.7975,647.9924,702.6791,967.59705,473.21683,721.0714,1105.1113,544.9229,720.83795,1020.2928,401.4485,608.5608,542.57306,701.2694,593.45715,714.1181,686.3921,944.97723
2084,814.82495,1080.7869,476.81287,623.9553,398.66418,982.5561,714.39966,1007.8662,543.70184,726.46454,1168.0037,504.72675,647.5813,747.42377,885.043,653.6009,1031.6283,514.05676,786.13403,529.70026,625.0135,1039.2839,829.72455,1150.5387,1318.1007,377.60873,571.57904,634.891,866.79236,475.19543,523.822,700.8871,774.3807,591.679,507.39783,568.3624,679.5012,910.8229,1166.2921,576.67145,798.28156,848.58057,1149.1158,577.8502,856.47455,846.7805,1177.2382,562.48553,719.6183,878.80286,1186.413,598.3447,623.8325,641.6027,1046.4761,337.0383,574.80176,1105.2532,529.7063,733.0524,885.90015,424.598,583.2196,468.5579,631.4944,561.26184,527.14746,712.0671,871.6903
2085,775.4585,1082.4338,443.46054,803.6582,555.8277,1155.0331,703.82153,1057.3019,647.24225,696.5674,1126.93,572.6715,670.7771,645.22174,898.2101,684.94165,902.3288,557.1505,993.16705,546.46985,588.9104,1153.9119,723.2716,894.58624,1283.499,443.37134,613.1181,629.6335,924.9612,374.46735,566.1092,561.0821,897.52454,420.09225,656.1685,590.2897,656.17065,810.87964,1276.0598,513.72345,774.3283,841.426,1245.9725,555.31616,743.8644,881.03326,1328.7567,588.1762,760.3515,848.2676,1277.9275,482.9455,627.55176,715.26544,1083.909,410.77444,645.75903,1275.3588,482.51385,755.58826,970.47754,476.18805,530.49036,575.1344,765.3969,617.27966,660.28534,847.21875,1006.3582
2086,792.8274,1157.2411,521.88763,624.3342,415.2798,1071.9484,680.5311,1074.6624,583.96045,726.07684,1092.16,464.0403,633.05676,704.4575,1028.1619,716.535,1050.4954,626.6488,806.0371,592.12506,616.0976,1055.631,724.352,849.832,1368.4417,406.89096,609.1445,815.6815,938.74585,452.3555,493.46664,737.9883,788.4522,477.42737,751.1386,604.1789,642.906,779.1471,1190.6777,528.2709,802.2724,845.8715,1143.8289,691.54645,764.83325,819.3863,1310.8271,562.3069,744.67065,826.76263,1226.4962,547.7661,719.93146,875.76447,1019.7927,483.3288,737.74304,1149.5187,613.6951,618.30804,1002.19324,479.8424,562.66064,576.0667,890.7017,494.2802,790.4718,611.32654,946.1885
2087,955.406,1337.4706,525.7068,632.6494,456.2025,984.92346,731.74976,1174.9897,546.0607,829.30084,1167.843,494.28882,665.4717,768.87573,1137.1774,652.83966,960.67145,667.11395,720.4623,597.7368,717.0379,1112.9186,776.43823,1097.0381,1141.4323,511.6961,554.44324,719.9065,809.42444,342.3912,685.2719,742.36395,837.78656,397.01785,1023.5482,618.1061,700.6965,730.3462,1158.1581,555.8769,678.2254,878.34265,1310.4583,589.9083,763.69086,937.53577,1278.9117,636.703,727.25775,819.27435,1345.1958,498.7413,671.4282,693.25543,990.3351,650.3122,645.5368,1245.3516,476.26263,572.31,1142.1304,416.64584,610.3957,731.0732,820.40625,596.28796,652.7554,635.3939,807.33307
2088,776.23267,1296.7174,558.89075,704.81213,519.56836,1040.9374,725.721,1273.3649,455.88986,765.48456,1268.637,526.6671,574.9738,570.6272,955.2658,566.4283,1026.5847,631.6689,935.14716,614.17065,755.82825,1276.266,572.2141,981.71356,1342.2953,467.69867,609.52783,685.3805,975.2543,433.93457,482.26685,653.7426,701.57697,451.5533,1049.5339,576.0243,808.6296,801.1405,1308.0154,542.7913,615.8915,976.0221,1496.2465,613.78455,829.923,917.87604,1342.7635,597.64233,667.5874,838.29736,1249.004,559.9709,644.22705,746.17224,969.017,471.38486,635.5637,1146.1078,519.60486,569.51227,1076.405,452.74704,521.6634,505.28088,781.1031,531.08374,668.8325,742.77686,1028.5554
2089,728.4826,1313.0352,458.88092,710.72736,429.96793,1184.3429,832.06903,1109.8533,475.18835,627.46106,1127.5443,585.49695,598.45825,672.78986,987.1441,639.4889,1004.8677,633.01447,891.8774,660.06024,703.54205,1135.4152,634.709,877.60895,1195.8141,451.17847,496.983,598.6183,1021.8228,373.47787,478.7229,566.80804,797.70374,417.18036,661.8939,533.1892,748.27496,823.0238,1247.99,539.46533,753.7948,795.25946,1314.2982,543.80634,846.9403,909.6641,1311.9556,588.22626,771.29913,827.46295,1227.8086,474.9292,593.0437,718.83795,1011.3611,507.00272,641.9409,1115.5927,492.01062,634.8195,1106.7109,461.90283,498.66772,687.1131,715.1772,420.43326,684.94525,626.0793,1159.5366
2090,822.5897,1303.7158,673.75085,649.00165,413.4915,1373.0737,729.8544,1130.3076,603.4259,579.9068,1339.9033,584.095,709.8953,706.41925,1021.88855,649.9143,1071.1078,711.8513,940.35016,523.3821,694.3979,1200.4037,734.1515,976.5809,1486.1095,506.90842,480.70844,691.2608,964.578,369.49152,630.1728,558.69293,805.36304,488.0551,771.0504,440.50702,632.17004,956.7633,1337.9751,480.44992,726.0974,979.91205,1234.7153,677.66833,813.9132,892.128,1460.2982,557.934,766.44653,815.50714,1156.926,520.4156,689.8593,627.8139,899.6951,475.6553,648.7519,1156.8414,403.36496,652.8944,1293.6578,423.39996,420.40524,562.7936,760.47565,569.8817,721.02356,789.8036,1114.4541
2091,683.5882,1270.1409,485.57703,623.7249,596.95483,1092.1597,754.99243,1171.2743,620.0316,631.45166,1318.8992,547.3989,631.8724,646.68805,1169.2892,598.01196,946.87006,547.617,923.0766,623.1627,843.77594,1143.0249,811.78864,881.1061,1363.8352,371.55295,499.9218,638.88306,933.52466,597.2257,417.94467,847.0674,834.37036,664.73645,799.5229,526.0137,862.1427,842.8944,1297.5072,480.79926,883.93427,915.81464,1129.3048,546.6282,764.704,1002.11487,1277.194,638.82446,728.3085,899.30707,1406.9729,546.4238,725.44305,802.05035,911.8668,481.7725,650.2842,1200.8633,539.2682,589.9629,1082.4252,392.62878,498.51395,627.5917,882.5393,573.9531,629.20215,775.2945,1119.9128
2092,805.56384,1281.9846,489.54132,662.2025,444.6022,1202.5587,777.6609,1151.6226,589.338,671.84656,1227.3304,467.40842,603.4561,792.08905,1028.5919,624.82776,1009.2577,670.361,894.651,638.1791,599.21454,1160.2596,603.9051,953.93665,1414.9943,403.13522,628.39655,717.7749,921.6832,455.44965,479.5292,913.59717,1020.60846,604.0769,670.7773,572.9547,849.91174,878.9408,1457.4946,510.88184,712.6612,933.95764,1253.6611,662.1414,717.0979,824.30634,1326.0238,508.75742,758.1948,873.9871,1339.9657,543.38666,633.62494,701.85974,1071.1644,555.52997,763.3256,1334.6381,467.89597,624.4779,976.99915,399.97324,487.25455,555.74695,830.84845,537.4217,924.108,682.62164,1020.52515
