year,ACCESS1-0_rcp45_r1i1p1-heating_degree_day,ACCESS1-0_rcp85_r1i1p1-heating_degree_day,bcc-csm1-1_rcp26_r1i1p1-heating_degree_day,bcc-csm1-1_rcp45_r1i1p1-heating_degree_day,bcc-csm1-1_rcp60_r1i1p1-heating_degree_day,bcc-csm1-1_rcp85_r1i1p1-heating_degree_day,BNU-ESM_rcp45_r1i1p1-heating_degree_day,BNU-ESM_rcp85_r1i1p1-heating_degree_day,CanESM2_rcp26_r1i1p1-heating_degree_day,CanESM2_rcp45_r1i1p1-heating_degree_day,CanESM2_rcp85_r1i1p1-heating_degree_day,CCSM4_rcp26_r1i1p1-heating_degree_day,CCSM4_rcp45_r1i1p1-heating_degree_day,CCSM4_rcp60_r1i1p1-heating_degree_day,CCSM4_rcp85_r1i1p1-heating_degree_day,CESM1-BGC_rcp45_r1i1p1-heating_degree_day,CESM1-BGC_rcp85_r1i1p1-heating_degree_day,CNRM-CM5_rcp45_r1i1p1-heating_degree_day,CNRM-CM5_rcp85_r1i1p1-heating_degree_day,CSIRO-Mk3-6-0_rcp26_r1i1p1-heating_degree_day,CSIRO-Mk3-6-0_rcp45_r1i1p1-heating_degree_day,CSIRO-Mk3-6-0_rcp85_r1i1p1-heating_degree_day,GFDL-CM3_rcp26_r1i1p1-heating_degree_day,GFDL-CM3_rcp60_r1i1p1-heating_degree_day,GFDL-CM3_rcp85_r1i1p1-heating_degree_day,GFDL-ESM2G_rcp26_r1i1p1-heating_degree_day,GFDL-ESM2G_rcp45_r1i1p1-heating_degree_day,GFDL-ESM2G_rcp60_r1i1p1-heating_degree_day,GFDL-ESM2G_rcp85_r1i1p1-heating_degree_day,GFDL-ESM2M_rcp26_r1i1p1-heating_degree_day,GFDL-ESM2M_rcp45_r1i1p1-heating_degree_day,GFDL-ESM2M_rcp60_r1i1p1-heating_degree_day,GFDL-ESM2M_rcp85_r1i1p1-heating_degree_day,inmcm4_rcp45_r1i1p1-heating_degree_day,inmcm4_rcp85_r1i1p1-heating_degree_day,IPSL-CM5A-LR_rcp26_r1i1p1-heating_degree_day,IPSL-CM5A-LR_rcp45_r1i1p1-heating_degree_day,IPSL-CM5A-LR_rcp60_r1i1p1-heating_degree_day,IPSL-CM5A-LR_rcp85_r1i1p1-heating_degree_day,IPSL-CM5A-MR_rcp26_r1i1p1-heating_degree_day,IPSL-CM5A-MR_rcp45_r1i1p1-heating_degree_day,IPSL-CM5A-MR_rcp60_r1i1p1-heating_degree_day,IPSL-CM5A-MR_rcp85_r1i1p1-heating_degree_day,MIROC-ESM-CHEM_rcp26_r1i1p1-heating_degree_day,MIROC-ESM-CHEM_rcp45_r1i1p1-heating_degree_day,MIROC-ESM-CHEM_rcp60_r1i1p1-heating_degree_day,MIROC-ESM-CHEM_rcp85_r1i1p1-heating_degree_day,MIROC-ESM_rcp26_r1i1p1-heating_degree_day,MIROC-ESM_rcp45_r1i1p1-heating_degree_day,MIROC-ESM_rcp60_r1i1p1-heating_degree_day,MIROC-ESM_rcp85_r1i1p1-heating_degree_day,MIROC5_rcp26_r1i1p1-heating_degree_day,MIROC5_rcp45_r1i1p1-heating_degree_day,MIROC5_rcp60_r1i1p1-heating_degree_day,MIROC5_rcp85_r1i1p1-heating_degree_day,MPI-ESM-LR_rcp26_r1i1p1-heating_degree_day,MPI-ESM-LR_rcp45_r1i1p1-heating_degree_day,MPI-ESM-LR_rcp85_r1i1p1-heating_degree_day,MPI-ESM-MR_rcp26_r1i1p1-heating_degree_day,MPI-ESM-MR_rcp45_r1i1p1-heating_degree_day,MPI-ESM-MR_rcp85_r1i1p1-heating_degree_day,MRI-CGCM3_rcp26_r1i1p1-heating_degree_day,MRI-CGCM3_rcp45_r1i1p1-heating_degree_day,MRI-CGCM3_rcp60_r1i1p1-heating_degree_day,MRI-CGCM3_rcp85_r1i1p1-heating_degree_day,NorESM1-M_rcp26_r1i1p1-heating_degree_day,NorESM1-M_rcp45_r1i1p1-heating_degree_day,NorESM1-M_rcp60_r1i1p1-heating_degree_day,NorESM1-M_rcp85_r1i1p1-heating_degree_day
2055,2223.9333,2003.7286,2592.5703,2454.2454,2172.4622,2175.813,2463.8472,2004.5157,1949.9714,2082.3862,1970.2262,2379.213,2177.7288,1937.5394,2094.6719,2034.4318,1908.5171,2477.8499,1980.6416,2284.425,1960.956,2353.8171,2309.943,2019.358,2087.108,2101.3496,2082.541,2411.6978,2074.6917,2413.9834,2179.9375,2263.9438,2112.2615,2368.5557,2314.6936,1947.235,2342.251,2003.8711,2079.6506,2350.0417,2202.045,2529.4387,1750.396,2102.6873,1882.3937,1986.4233,1659.5083,1900.7776,2238.8328,2039.1008,1847.8248,2104.2156,1580.9229,2206.2378,1720.2358,2192.8718,2135.1846,2071.8794,2293.8186,1960.5914,2053.2803,2391.7268,2249.518,2418.778,2385.541,1925.1287,2245.7048,2103.413,1885.0393
2056,2005.9332,1800.8881,2136.0945,2150.2446,2254.45,2344.4822,1917.5344,1614.0228,1946.6113,1876.5035,1939.679,2350.7795,1984.267,2124.6504,1889.9122,2160.482,1866.216,2118.574,1981.9017,1963.8541,2000.5251,2122.036,2182.6614,2207.0042,1941.0778,2243.061,1780.0468,2218.3955,2119.1536,2654.9856,2255.519,2599.5774,2217.213,2441.6562,2304.9976,2600.8057,1950.5958,2080.62,1758.9493,2310.0212,1999.4633,2116.421,1736.3362,2153.7898,2161.6177,2100.2876,1644.3937,2139.3286,2322.4326,2185.8518,1758.904,2131.4326,1989.4249,2384.139,2176.0312,2083.25,1986.0311,2031.124,2346.6606,1991.4741,2057.5928,2663.4153,2296.9763,2665.892,2090.9902,2075.79,2301.093,2047.056,1728.2672
2057,1971.7023,2040.7643,2133.6443,1881.5131,1819.7919,2245.1128,1851.8779,1948.7471,2025.1833,1812.0272,1872.303,2208.8594,2041.2087,2315.4302,2106.3403,2242.4683,1928.0906,1925.6046,2421.389,2108.918,2289.5576,2236.1816,2043.1677,2039.4427,1638.7646,2515.6204,2401.973,1986.3019,2519.3035,2185.117,2177.9353,1664.6432,2129.2073,2422.4497,2105.8088,2138.3523,1723.0415,2087.4814,2023.242,2085.2903,1908.2689,1985.6422,2014.4828,2029.3265,1860.014,1965.0283,1596.8806,2245.1543,2190.4268,1941.5317,1913.8906,2334.094,1914.3705,2534.319,1770.6605,2053.1138,2436.8928,1864.9799,2292.4648,2347.3877,2155.6643,2467.881,2133.774,2322.1768,2518.4045,2423.5676,2205.3923,2151.6848,2066.428
2058,2268.216,1822.6161,2330.251,1968.9895,2408.0422,1580.0331,2096.5457,2186.4727,2318.0808,1834.8412,2015.8195,2010.6112,1875.8743,2134.483,1654.1299,2396.6343,2027.4043,2324.294,1583.8694,2101.8384,2261.9731,1804.7491,2095.6829,2226.886,1887.136,2760.8264,2192.4336,2372.2456,1999.639,2318.7512,1983.8513,2307.3918,2189.1875,2269.8577,2321.3367,2190.3574,1977.3783,2078.7996,2082.1438,1913.0878,2330.412,2007.9917,1901.6736,2073.7893,1918.8181,2075.8435,2360.161,2077.9863,1938.5214,1699.4216,1766.6581,2307.1875,2072.4128,2308.473,1876.358,1969.0012,2128.548,1967.762,2422.238,1624.018,2000.9575,2236.862,2392.5461,2234.3323,2180.5532,2025.0433,2494.3438,2402.797,2203.2295
2059,1964.7615,1518.4733,1981.72,1996.2119,2049.6025,1859.2936,2073.7065,1888.525,2088.6099,2086.7603,1894.0892,2314.5535,2126.0007,2525.5444,1801.2678,1508.2877,1905.6254,1987.001,1997.4293,2045.9995,1970.1727,2155.3044,1977.7964,1853.4484,1949.6945,2528.0286,2212.0369,1881.8868,1811.9244,2109.6414,2527.3577,2325.3083,1961.4297,2364.382,2190.6846,2113.651,2179.9924,2194.6846,2102.8472,1689.2231,2023.0455,2069.7202,2057.113,1876.1765,2020.7094,1986.0822,1850.4828,2021.2161,2073.595,1755.1947,1541.0015,2319.9756,2054.9492,2214.527,1785.2822,2554.757,2500.653,1731.8998,2332.0383,1717.0442,1888.222,2488.0444,2674.661,2397.1812,2034.0563,2153.7673,2155.499,2420.161,1777.0774
2060,2006.0801,2120.025,2098.616,2028.4902,2326.3545,2272.1829,1761.5123,1697.0472,1831.7687,2236.8635,1615.8617,2486.204,1934.8584,2008.5518,2031.8662,1782.2664,1858.521,2136.8938,1987.9673,2076.5396,2085.0454,1935.5541,2232.5063,2138.57,1724.7181,2368.408,2147.6206,2159.9722,1923.9824,2434.9636,2510.4985,2323.0486,1977.4012,2269.771,2322.2632,2411.5417,2065.4712,2259.6895,2055.444,2187.4001,1861.2897,2213.5432,1854.061,2352.128,2009.5824,2378.3364,1730.0474,1843.3956,2134.9287,2285.6401,1692.7979,1810.1873,1996.7104,1966.3519,1770.3132,2187.385,2509.4683,1861.9176,2647.9973,2785.5315,2302.291,2490.3154,2148.4907,2476.3818,2274.3855,2485.009,2034.8073,2171.0522,2018.3029
2061,2048.3389,2176.1184,2005.3878,1984.1831,2083.2117,2145.957,1761.4152,1983.284,2274.9666,2000.6322,1877.8859,2661.5586,1998.2731,2019.9573,1706.7444,1886.8726,1746.9713,1915.3727,1831.769,2055.7776,2023.9473,1939.513,2062.354,1960.8159,2331.1052,2474.9023,2057.1978,2380.0522,2297.9282,2143.9712,2473.0889,2316.761,1817.3132,2175.6187,2051.224,2024.1909,2190.355,2281.133,2019.8442,2449.5027,2149.5845,2131.4072,1834.4832,2199.7605,1792.6139,1908.1963,1555.3022,2068.4348,2064.6348,2089.7737,1553.9806,1912.6094,2151.4583,2087.6484,1849.2606,2647.298,2070.19,1972.413,2778.6953,1931.3649,1679.0823,2404.624,2146.5686,2834.1309,2144.517,1816.1415,1798.4443,2581.005,2101.4746
2062,1927.9973,1935.2683,2352.2632,2027.5814,1936.0833,2047.155,1936.1565,1802.5347,2024.2135,2150.0813,2066.8748,2237.6055,2255.8718,2159.0603,1944.4695,2218.4612,1970.606,2066.8364,1980.0294,2282.421,2072.596,1908.6055,2454.994,2222.4292,2196.3865,2348.7578,2247.4927,2104.1565,1736.4287,2510.6553,2301.71,2642.2043,2487.7366,2460.398,2068.9636,2230.552,1992.6083,2613.4907,1886.2031,1810.3618,1768.3328,1986.3829,1772.0212,1880.9436,1640.5721,1851.197,1790.4015,2075.514,1776.0737,2004.1956,1699.1788,2022.68,1890.6418,2033.2449,1610.1307,2564.2012,2038.7544,1925.1215,2463.0205,2525.8816,2157.9084,2551.007,2306.366,2477.9294,2094.5024,2431.5479,2002.7426,2188.0913,1635.1255
2063,2184.8972,1973.559,1964.8818,2090.1084,1883.638,1984.2549,1817.9573,1939.7233,2203.162,2021.5658,2133.3079,2153.1033,1754.1184,2424.1035,2079.9004,1845.9003,2031.1174,2227.2192,1845.1382,2390.6982,2064.661,1822.3811,2020.5902,2180.8044,1671.6556,2392.7961,2063.868,2480.0134,1847.7876,2278.2036,2217.5461,2581.291,1886.0488,2254.4058,2009.819,2192.8726,1939.148,2597.5444,2052.1375,2260.3337,2210.5398,2449.2268,1512.8105,2155.4663,1983.8955,1842.2976,1950.2546,2160.5725,1666.7297,1997.0286,1644.197,2247.1187,1885.8693,2078.3616,1580.4236,2463.6646,2648.5583,2271.1265,2009.7087,2394.5527,2137.6418,2395.9639,2641.699,2668.4707,2331.905,2323.403,2004.6932,2106.2173,1789.8282
2064,1826.2767,2094.2354,2095.62,2010.3055,2013.0837,2093.3494,2400.5334,2025.4467,2061.8345,2134.0396,1894.1708,2133.658,1997.1222,2199.9487,1671.2349,2325.6736,2177.512,2134.4758,1798.2856,2147.9377,2102.6714,1526.0677,2020.0222,1952.4241,1607.6874,2935.9602,2465.6145,2074.7517,1592.7238,2280.0305,1999.7233,2325.8015,2284.5603,2511.6643,2000.1567,2259.3396,1914.9304,1990.9504,1891.4242,2574.7651,2045.8488,2304.803,1960.7142,2104.496,2024.8789,1792.59,1613.7269,2025.0404,2048.5166,1917.8457,1849.9667,2334.3289,1921.525,2036.2733,1516.9178,2500.0017,2016.9309,1895.9365,2389.658,1601.4586,1930.3285,2238.7012,2400.9417,2567.7246,2446.3525,2094.7214,2213.472,2179.6917,1922.3309
2065,1561.4421,1949.9413,2198.7874,2138.296,2098.8706,1863.3086,1730.4263,1786.9279,2142.173,1982.638,1761.3434,2128.2505,2281.866,1979.0651,1781.9893,2065.142,2105.7935,1850.4298,1885.7169,1936.8466,2189.5833,2240.8523,2104.2922,2294.8486,1802.9896,2557.955,2203.444,2721.0488,1905.8517,2206.1553,2247.9358,2328.7957,1900.4844,2391.6165,1891.4402,1965.3333,2190.881,1971.72,1810.2467,1845.2229,2355.7732,2183.8433,1809.9633,1851.9641,1891.5626,1704.1161,1556.5771,2040.7821,2066.9314,1905.8398,1842.066,2169.247,2007.6412,2110.5137,1928.0742,2687.2207,2226.6326,1677.0793,2167.6106,2035.026,1620.2858,2290.7493,2376.0251,2166.6633,2445.1597,2304.8887,1695.8726,2263.5457,2037.8104
2066,1948.2256,1560.288,2625.1855,2269.489,2423.9246,1864.328,1973.4752,1801.8713,2295.484,1992.3501,1458.0156,2223.7292,2064.0747,2152.0923,1780.9961,2066.8645,1925.1589,2012.2587,2093.4478,1830.8759,1839.4309,2127.1558,2301.9478,2091.7715,1367.9342,2404.5127,2323.2764,1904.8536,2270.7292,2307.2288,2382.4592,2137.2305,1761.8185,2283.5623,2057.4866,2114.0894,2226.0173,2046.5051,1753.5358,2382.2761,2164.9788,2303.9446,1860.4403,2121.306,1861.6858,1921.665,2004.4355,1922.5226,2009.1072,2002.7257,1644.2977,2241.8132,2130.3813,2154.2527,1884.9736,2347.8953,2234.4998,1712.3785,2561.0647,2079.8662,1659.4049,2532.4924,2406.7664,2349.914,2398.816,2030.4823,1812.6143,2399.3308,1755.861
2067,1830.4213,1775.2737,2319.391,2221.9966,1986.772,1907.9098,1712.2336,2052.7253,2432.2356,2087.4902,2086.9993,2083.5706,2047.4558,2401.9653,1635.0292,2129.9963,1895.787,2416.3408,2277.6003,2400.777,2076.4258,1648.4735,2155.7368,2011.3949,1526.1162,2344.1406,2323.8198,2420.537,1911.5684,2649.94,2231.9995,2305.5889,2325.669,2113.6545,2304.1396,2455.4421,2321.0388,2153.3916,1745.271,1880.8763,2066.0115,1863.7273,1700.6456,1899.5386,1831.4133,2343.6091,1853.4575,1969.2098,1704.3727,2011.8722,1760.188,1884.5636,1751.0857,1945.293,2029.0054,3020.125,2144.9626,1776.9342,1899.2765,2603.001,2071.7256,2232.7283,2635.8364,2247.221,2501.5906,2429.1777,1964.8461,2139.714,1959.6381
2068,2097.944,1627.0057,2165.7473,2425.517,2480.8884,2081.9243,2179.1204,1674.587,2017.2875,2174.405,2007.5363,2463.022,1952.6107,2343.0571,1851.6162,1941.7871,1915.872,2228.177,1796.4963,1903.4895,2207.2976,1943.9895,2072.575,2023.9148,1728.9664,2128.9734,2244.103,2079.3503,1865.1808,2191.6294,2364.27,2224.691,1945.4403,2698.405,2114.0962,2359.5847,2211.8362,2164.0042,1900.3396,2074.4233,1916.9395,2126.2014,1960.8812,1981.7186,1729.2891,2064.6626,1750.3015,2082.9304,2008.5463,2007.1792,1625.4346,2004.2015,1794.8398,1860.646,1453.1674,2430.7222,2284.379,2225.6526,2137.9768,2249.4841,1508.756,2121.8733,2594.275,1999.274,2035.0623,2379.0906,1847.6312,1815.2969,2100.386
2069,1856.1799,1977.9457,2217.1426,2196.9155,2639.4731,1923.6545,2000.1053,1470.7683,2047.6285,1951.4323,1593.981,2332.881,2178.9084,1972.2365,1971.0604,2192.4902,2051.7588,2506.9446,2113.9473,2112.0774,2118.861,1719.6053,1897.7134,2138.7458,1704.4003,2493.3457,2152.1963,2268.3657,2013.9823,2665.7537,1920.9325,1924.5525,2129.807,2182.7666,1766.5774,2756.5774,1702.6335,2105.2732,1798.189,2055.5225,1942.4047,2234.2336,1853.2477,2355.071,1733.4084,1848.6617,1629.8157,2065.745,1910.5938,1759.5477,1726.043,2086.4146,1802.1414,1921.4113,1745.3762,2326.9744,1964.7539,1786.1057,2171.0862,1898.3268,1907.3699,2497.6194,2279.8523,2252.055,2426.5718,2574.0896,2211.7517,1871.3158,1671.7787
2070,2141.2732,1717.615,2526.5679,2356.6318,2310.3481,1997.1691,2084.516,1800.0856,2186.0688,1899.115,1841.0906,2305.4512,2211.1643,1981.797,2014.9384,2011.5691,2025.0045,2051.775,1582.7961,2552.5662,1865.2819,1810.68,2181.3145,1799.5056,1543.0038,2269.9873,2187.804,2092.1733,2051.7148,2180.0842,2331.6155,2019.6448,2198.1545,2341.6262,2074.1555,2277.2266,2213.5642,1997.1536,1744.8031,2328.9468,1734.8939,2263.3247,1690.0623,2272.7278,1682.1512,1897.128,1498.6926,2235.0103,1997.7651,1842.0173,1779.7076,2208.6575,1935.451,1988.3604,1499.3906,2320.9792,2739.3774,1989.8317,2613.3772,2046.0957,1735.9386,2485.324,2419.4197,2430.4753,2051.2937,2387.7004,2137.134,2543.7908,1506.1469
2071,2112.3606,1924.8192,2586.6792,1881.2888,2441.8577,1853.2305,1794.3942,1964.5989,1975.8738,1814.4918,1695.1953,2231.883,2174.6675,2208.9246,1902.6134,1779.289,1881.1296,1990.4121,1761.8639,2219.5828,2455.3005,1906.5055,1784.0305,1881.4318,1964.2239,2181.934,1964.0685,1945.8076,1784.437,2568.462,2246.3748,1934.6595,1938.8807,2346.9653,2146.7441,2759.634,1848.7347,1947.8745,1770.2467,2341.9548,2059.6907,2207.1724,1793.3568,2482.811,2090.8313,1873.9937,1656.9246,2404.0623,1682.4761,1808.0629,1600.4558,2234.3254,1910.0303,2169.0244,1826.0483,2262.6038,1933.5166,1858.8584,2113.8992,2203.382,1819.7731,2304.4766,2459.815,2285.4497,2077.5588,2060.5144,2182.2153,2060.5537,1779.04
2072,2040.4861,1861.4944,2319.8784,2022.6074,2562.262,2072.2002,2369.6182,1910.1232,1906.6753,2108.484,1956.0139,2330.4307,1918.0712,2221.9995,1628.5779,2231.1504,1762.9752,2022.9844,2029.7789,2071.335,1911.7509,1966.2653,2008.1427,1917.3287,1696.7745,2723.3574,2319.9475,2537.594,2191.6128,2021.6193,2176.1125,2098.6174,1745.5205,2340.9678,1951.3877,2240.8625,1960.3246,1923.7623,1744.6211,2097.7366,2527.869,1943.4443,1745.1421,2073.5632,2144.368,1653.6776,1578.116,1874.316,1865.9564,1873.5188,1713.1444,2149.692,2432.7815,1944.8458,1550.1049,2326.2869,2073.619,1724.4377,1958.073,1785.4067,1570.1528,2499.6807,2540.2,2222.0525,2211.6606,2413.192,2255.6406,1776.3917,2011.0388
2073,2130.755,1675.1422,2561.002,2118.448,2441.2578,2100.6208,1636.0114,1658.2029,2184.4324,1744.459,1660.4293,2045.9409,1980.628,2000.7366,1724.8433,2303.436,2060.8057,1986.2826,1902.3757,2354.3699,1862.477,1819.945,2318.499,1977.877,1895.3022,2113.1606,2151.0496,1941.3059,1700.8889,2191.68,2214.4736,2308.5544,1937.6129,2435.1067,1952.3889,2283.6118,1719.3508,2052.2036,1358.0773,2111.955,2131.367,2120.5789,1599.0302,1919.8901,1913.9509,1895.2083,1526.7635,1901.0734,1812.0653,1914.022,1615.5013,2023.7535,1929.6931,2026.5323,1993.6238,2395.4043,2267.542,1800.5808,2061.243,2097.52,1626.7213,2316.9524,2411.394,2350.9614,2093.5845,2377.5164,2108.9167,2138.4692,1781.1548
2074,2314.6514,1634.6073,2357.191,1933.1718,2348.7048,1649.1583,1952.1056,1538.3225,1946.9325,1954.049,1594.8104,2232.2307,2267.0044,1861.6362,1685.9353,2010.9639,1883.2822,2064.8835,1951.9249,2420.8381,1937.6466,1878.5311,2122.4424,1920.9412,1368.4496,1983.8949,2311.922,2052.4353,2027.5057,2511.395,2185.8586,1907.7987,1794.4354,2301.451,1871.6315,1899.8756,2002.1575,2226.6997,1978.9929,2256.9094,2251.6133,2199.9604,1552.4073,2051.008,1905.8356,1643.1394,1596.6398,1940.5875,1820.3987,1680.8848,1611.4677,2107.6184,2144.7012,1834.262,1544.9517,2704.436,2408.6348,2103.945,2671.7104,2276.0637,1887.5452,2758.4524,2247.961,2432.1082,2345.346,1934.9686,2203.2615,2012.3793,1844.3925
2075,2207.3762,1467.0142,2049.8772,2190.2551,2420.1514,1659.704,2115.2585,1512.1554,2257.4883,1706.3757,1657.5708,2386.207,2379.0378,2190.4602,1833.3822,2270.3887,1983.2858,2253.8904,2003.1149,2076.091,2101.8176,1669.8538,2096.2483,1763.9604,1649.9685,2428.5762,2092.185,1980.5132,2249.1902,2371.7368,2272.885,2074.9656,1956.509,2476.021,2269.5605,2255.8347,2112.4124,1917.515,1852.7598,2724.438,2118.9014,2056.0137,1764.3435,2002.5563,1835.6326,1824.8748,1466.4872,1922.8356,1970.854,1773.7751,1570.6688,2021.3649,1926.4779,1831.5457,1653.7562,2419.7937,1939.0312,1945.2336,2236.3694,2188.1921,1825.6241,2496.412,2282.435,2331.9038,2304.4436,2470.1458,1898.5702,2100.3894,1859.8987
2076,2247.413,1480.9532,2506.2542,2589.5508,2207.4905,1720.0802,1476.9962,1508.6389,2292.0935,1857.3319,1682.9261,1968.9232,2062.5781,1752.8096,1807.0087,2089.144,1492.3832,2403.032,1710.3011,1981.7777,2029.6384,1721.6825,1910.2722,1894.56,1640.8431,2450.5483,2054.9336,2230.2148,2004.1415,2255.0034,1910.0653,2251.5015,1893.8419,2393.35,2005.7307,2353.7026,2098.3215,1923.1324,1730.9667,2163.5461,2321.8147,2273.975,1814.1656,2181.2744,1932.1246,1856.1663,1467.4176,2153.1477,1892.6255,2134.7607,1594.6212,2076.4907,1892.7858,2014.288,1415.2838,2043.6085,2158.5989,1868.594,2134.6453,2139.7427,1842.4624,2342.1794,2244.8918,2194.67,1925.2072,2403.8699,2312.1863,2325.2346,1885.0106
2077,2010.9009,1673.1746,1979.4224,1893.8793,2385.6094,2159.0706,1786.1173,1525.3368,2007.6222,2019.8411,1594.7101,2380.856,2111.118,2178.1511,2049.2659,1802.2373,1645.2053,1928.3488,1723.2974,2116.6357,1913.1631,1676.4934,2304.5127,2129.6553,1802.9196,2304.586,2365.356,2195.0017,1628.571,2569.0754,2421.9185,2037.7825,2306.5603,2481.5515,2304.7935,2191.4124,1987.7303,2298.443,1578.853,1930.2306,1915.4105,2216.4177,1452.9451,2073.0227,1712.881,1865.875,2037.5704,2190.2583,1895.1976,1860.9116,1439.0348,1846.1145,1864.5602,1987.7926,2054.6184,2264.7825,1990.2095,1820.2998,2832.6057,2208.2944,2053.6155,2425.5945,1919.7118,2345.3604,2322.4204,1978.2535,2014.9294,2034.0626,1539.7677
2078,2046.557,1572.3873,2267.0278,2120.0457,2308.4932,1958.4954,2008.7775,1667.5844,2066.6038,2092.5173,1575.5763,2161.9646,1977.5299,2115.9414,1955.1869,2061.4207,1813.0996,2091.758,1847.4625,2271.9714,2191.8494,1665.2195,2182.7144,1919.36,1815.6962,1991.875,2461.2573,2226.6343,2130.8486,2438.446,2327.4458,1986.7777,2112.6313,2097.119,2080.161,1967.1633,2346.1611,2158.2092,1440.9646,2097.0874,1786.0588,2088.9834,1753.2028,2280.673,1714.3506,1629.895,1446.1798,2064.0312,1783.0349,1861.0215,1470.0135,2380.771,1857.7711,2017.4109,1458.8845,2506.9282,2067.0051,2019.4778,2706.2693,2224.8586,2035.647,1956.141,2303.2664,1795.8359,2388.6926,1826.6422,1705.3329,1733.5283,1290.6388
2079,1807.6514,1797.0173,2192.4927,2244.977,2384.7864,1773.1694,2190.4934,1469.2214,2107.4448,1823.3506,1955.8954,2197.6487,1724.3738,1821.2379,1633.675,2144.9966,1844.6168,2146.7563,1520.182,1996.4868,2107.0806,1821.7609,2066.8596,1851.7057,1653.8457,2269.8496,2200.807,2062.3547,1841.2267,2369.6838,2556.4758,1944.4717,1655.8748,2533.039,1997.6987,2136.4365,2240.741,2318.0273,1463.855,2426.1074,2174.7705,1926.5768,1790.3857,1916.7328,1627.4965,1791.586,1433.1891,2179.3574,1861.1536,1980.3569,1630.4343,2066.548,2056.3936,1694.6329,1497.1396,2396.392,2195.377,1729.4921,2503.0276,2011.1738,2046.7653,2711.3567,2494.3435,2045.836,2087.3425,2028.7251,2001.8674,1559.1519,1477.6693
2080,1881.4084,1478.6086,2689.3247,2252.7043,2170.4343,1645.7964,2019.4106,1852.4998,2252.5718,2063.4758,1958.4916,1680.0496,1897.0083,1693.5544,1541.6344,2039.8859,1653.0841,1744.8855,1703.3811,1859.4275,2172.5303,1944.7408,2263.924,1788.0887,1821.3427,2428.9905,2303.1472,2129.8054,1853.3998,2436.7742,1984.0437,2166.6738,1752.938,2056.9666,1924.992,1969.4268,2125.5295,2293.8938,1610.8582,2186.6294,2001.1072,1926.5825,1956.7023,2141.3945,1867.3777,1884.2214,1439.5557,2151.636,1948.1763,1623.0736,1586.9468,2080.7986,2024.7754,1843.0859,1289.0294,2518.7278,2476.2815,1687.7688,2554.8152,1745.5763,1666.0117,2298.1274,2327.505,2301.5854,2093.0662,2182.8938,2115.7134,1395.5061,1586.4583
2081,1974.2013,1599.5054,2336.1003,1755.5945,2277.1099,1397.6826,1669.2435,1562.1694,2077.458,2212.5725,1626.7319,2411.1948,1977.2678,2032.3937,1658.2928,2004.7743,1640.6971,2378.5862,1542.1696,2229.579,1990.9337,2082.7405,1977.6119,2002.129,1363.9395,2479.395,2080.203,2083.941,1502.8105,2484.3442,2002.3511,2020.3552,2250.2625,2186.3267,2085.784,2353.0315,1569.3799,2152.2312,1605.1161,2263.4036,2163.652,2021.0751,1588.2388,2291.6711,1996.6171,1954.3256,1293.5463,2164.0198,2070.5059,1644.6051,1574.9103,2242.19,1989.3949,1983.2999,1646.2097,2653.1387,2759.4756,1580.466,2362.9734,2207.7607,1744.106,2377.9297,2348.3225,2073.8452,2333.9458,1909.9542,2364.2983,1590.4993,1801.9529
2082,1768.3915,1550.2799,2446.7275,2123.3079,2270.5142,1473.7042,1768.5056,1471.372,2174.961,1622.1337,1735.5461,2536.4893,2114.502,2198.4932,1635.9634,1962.4447,1659.2955,1811.2563,1863.807,2437.3008,1854.2424,1817.736,1876.0897,1797.5299,1643.877,2519.8914,2136.7075,1812.5616,1549.4957,2652.8987,1994.6393,1851.478,1862.4368,2328.6482,2036.1384,2119.828,1983.3503,1834.7516,1998.5402,2628.8372,1670.9379,1822.8499,1883.7003,2353.0244,2057.0603,1695.3903,1495.1277,2284.922,1906.07,1640.4011,1426.9187,2036.7749,1938.9437,2066.6855,1676.3839,2545.5217,1937.4275,1672.6453,2599.8867,2080.6885,1979.1649,2064.5146,2273.4304,2244.6985,1787.8774,2406.9285,2036.0751,1750.8246,1642.6414
2083,1818.779,1678.0503,2333.01,2181.6665,2498.1094,1672.9358,2050.3335,1456.5249,2157.578,1761.1438,1654.4688,2085.925,1799.6885,1921.8092,1833.178,1837.0747,1871.4513,2074.7795,1681.3873,2736.7922,2157.8557,1738.0662,2262.9202,1777.7086,1518.1478,2158.3655,1890.652,2288.76,1873.3191,2250.9043,2124.092,2106.491,1840.2822,2089.642,1854.6278,2614.9714,1729.3502,2180.8474,1486.5864,2112.0266,2245.7551,1933.4695,1708.5951,1892.116,1917.626,1719.9775,1539.7532,1656.0851,1862.1984,1658.16,1532.5345,2058.629,2040.5262,2200.1455,1623.7811,2534.0413,2196.0642,1912.0378,2279.389,1992.9875,1389.1163,2184.408,2043.7584,2396.489,2027.6147,2384.8765,2037.5468,2185.0557,1691.4044
