year,ACCESS1-0_rcp45_r1i1p1-growing_degree_day,ACCESS1-0_rcp85_r1i1p1-growing_degree_day,bcc-csm1-1_rcp26_r1i1p1-growing_degree_day,bcc-csm1-1_rcp45_r1i1p1-growing_degree_day,bcc-csm1-1_rcp60_r1i1p1-growing_degree_day,bcc-csm1-1_rcp85_r1i1p1-growing_degree_day,BNU-ESM_rcp45_r1i1p1-growing_degree_day,BNU-ESM_rcp85_r1i1p1-growing_degree_day,CanESM2_rcp26_r1i1p1-growing_degree_day,CanESM2_rcp45_r1i1p1-growing_degree_day,CanESM2_rcp85_r1i1p1-growing_degree_day,CCSM4_rcp26_r1i1p1-growing_degree_day,CCSM4_rcp45_r1i1p1-growing_degree_day,CCSM4_rcp60_r1i1p1-growing_degree_day,CCSM4_rcp85_r1i1p1-growing_degree_day,CESM1-BGC_rcp45_r1i1p1-growing_degree_day,CESM1-BGC_rcp85_r1i1p1-growing_degree_day,CNRM-CM5_rcp45_r1i1p1-growing_degree_day,CNRM-CM5_rcp85_r1i1p1-growing_degree_day,CSIRO-Mk3-6-0_rcp26_r1i1p1-growing_degree_day,CSIRO-Mk3-6-0_rcp45_r1i1p1-growing_degree_day,CSIRO-Mk3-6-0_rcp85_r1i1p1-growing_degree_day,GFDL-CM3_rcp26_r1i1p1-growing_degree_day,GFDL-CM3_rcp60_r1i1p1-growing_degree_day,GFDL-CM3_rcp85_r1i1p1-growing_degree_day,GFDL-ESM2G_rcp26_r1i1p1-growing_degree_day,GFDL-ESM2G_rcp45_r1i1p1-growing_degree_day,GFDL-ESM2G_rcp60_r1i1p1-growing_degree_day,GFDL-ESM2G_rcp85_r1i1p1-growing_degree_day,GFDL-ESM2M_rcp26_r1i1p1-growing_degree_day,GFDL-ESM2M_rcp45_r1i1p1-growing_degree_day,GFDL-ESM2M_rcp60_r1i1p1-growing_degree_day,GFDL-ESM2M_rcp85_r1i1p1-growing_degree_day,inmcm4_rcp45_r1i1p1-growing_degree_day,inmcm4_rcp85_r1i1p1-growing_degree_day,IPSL-CM5A-LR_rcp26_r1i1p1-growing_degree_day,IPSL-CM5A-LR_rcp45_r1i1p1-growing_degree_day,IPSL-CM5A-LR_rcp60_r1i1p1-growing_degree_day,IPSL-CM5A-LR_rcp85_r1i1p1-growing_degree_day,IPSL-CM5A-MR_rcp26_r1i1p1-growing_degree_day,IPSL-CM5A-MR_rcp45_r1i1p1-growing_degree_day,IPSL-CM5A-MR_rcp60_r1i1p1-growing_degree_day,IPSL-CM5A-MR_rcp85_r1i1p1-growing_degree_day,MIROC-ESM-CHEM_rcp26_r1i1p1-growing_degree_day,MIROC-ESM-CHEM_rcp45_r1i1p1-growing_degree_day,MIROC-ESM-CHEM_rcp60_r1i1p1-growing_degree_day,MIROC-ESM-CHEM_rcp85_r1i1p1-growing_degree_day,MIROC-ESM_rcp26_r1i1p1-growing_degree_day,MIROC-ESM_rcp45_r1i1p1-growing_degree_day,MIROC-ESM_rcp60_r1i1p1-growing_degree_day,MIROC-ESM_rcp85_r1i1p1-growing_degree_day,MIROC5_rcp26_r1i1p1-growing_degree_day,MIROC5_rcp45_r1i1p1-growing_degree_day,MIROC5_rcp60_r1i1p1-growing_degree_day,MIROC5_rcp85_r1i1p1-growing_degree_day,MPI-ESM-LR_rcp26_r1i1p1-growing_degree_day,MPI-ESM-LR_rcp45_r1i1p1-growing_degree_day,MPI-ESM-LR_rcp85_r1i1p1-growing_degree_day,MPI-ESM-MR_rcp26_r1i1p1-growing_degree_day,MPI-ESM-MR_rcp45_r1i1p1-growing_degree_day,MPI-ESM-MR_rcp85_r1i1p1-growing_degree_day,MRI-CGCM3_rcp26_r1i1p1-growing_degree_day,MRI-CGCM3_rcp45_r1i1p1-growing_degree_day,MRI-CGCM3_rcp60_r1i1p1-growing_degree_day,MRI-CGCM3_rcp85_r1i1p1-growing_degree_day,NorESM1-M_rcp26_r1i1p1-growing_degree_day,NorESM1-M_rcp45_r1i1p1-growing_degree_day,NorESM1-M_rcp60_r1i1p1-growing_degree_day,NorESM1-M_rcp85_r1i1p1-growing_degree_day
2057,1154.2316,1226.6038,1050.6873,1238.8008,1133.5857,1145.5817,1087.0073,1158.7609,1124.0477,1013.42737,1411.8949,944.8542,1064.7529,1049.1812,1263.3092,1058.2083,1108.8751,1043.7584,1048.9291,991.57855,1212.0524,1081.1678,1179.9105,1085.3336,1408.2521,901.52576,957.45764,1071.4745,1119.9313,914.616,909.1607,1141.4465,1099.7046,859.1587,1197.1848,1000.51636,1205.64,1237.7378,1277.472,981.84143,1187.5892,1084.3086,1318.4563,1007.123,1199.596,1068.4,1375.4717,1060.8611,1051.6647,1086.1475,1286.0604,1014.0449,1058.6545,873.8962,1075.9364,1012.1992,1023.2678,1184.7538,1003.12225,991.5248,1140.0286,813.22107,910.31604,813.64,995.8542,930.8789,1115.4064,1043.1226,1234.7355
2058,1186.6808,1325.8065,904.91595,1199.4872,912.1954,1146.5304,1267.3159,1267.0946,1113.5923,1218.9053,1383.5878,901.9615,1094.0609,966.2658,1238.154,1032.9901,1124.1522,1033.2463,1228.1677,926.381,1222.9047,1253.3567,1206.9388,1160.4429,1436.6815,835.3387,1068.6423,1010.92194,1283.3011,969.82574,1137.7104,940.5763,1030.254,955.83655,1038.6372,978.1317,1055.9708,1099.4042,1350.5182,1043.2295,1078.9684,1155.329,1440.8463,1014.87146,1296.0465,1003.8744,1247.3307,1030.8293,1075.5725,1133.5276,1326.3478,1033.9583,1051.8628,901.557,1181.6345,1157.7595,1009.8699,1346.5958,893.4768,1235.2085,1347.4631,832.05884,960.53064,899.95404,1051.2815,1001.36664,1048.4075,1048.6396,1218.7247
2059,1202.9485,1495.9717,1037.4834,1238.1885,1162.087,1293.7203,1064.7797,1168.8761,1128.2883,1264.1073,1306.4126,957.5394,1065.2646,1141.9287,1198.0458,1208.7135,1274.4646,981.98004,1015.74677,1107.986,1116.3512,1227.6477,1232.0314,1234.4805,1485.6609,790.44836,1181.4951,1107.3992,1154.8162,1014.0334,911.3602,737.3295,1191.6941,931.32733,1270.5162,1056.1016,1259.3168,1190.5948,1349.8092,977.01526,1127.4907,1179.0017,1186.1927,1061.5659,1196.2145,1027.2892,1323.9517,1078.4923,1107.281,1225.0049,1388.3539,1006.6926,1038.473,923.1867,1098.7954,968.29236,951.7342,1439.5646,939.7954,1152.9247,1118.1075,799.31165,928.3788,957.4615,1051.6527,907.1803,1058.3712,946.6813,1194.3502
2060,1279.2916,1497.1597,895.0665,1210.924,1164.2643,1167.785,1196.3271,1201.1233,1133.1672,1140.9517,1456.1373,939.2473,1085.7916,1185.1302,1162.9431,1047.8877,1195.8053,1048.1973,1051.5723,949.0497,1123.8964,1231.9764,983.93024,1218.4875,1581.9224,958.88855,896.3081,1050.8093,1018.1227,856.7445,769.57086,873.66907,1128.6553,958.24146,879.84393,1010.41534,1144.6372,1023.89264,1437.743,1020.1564,1140.0513,1252.5525,1373.5066,995.5649,1093.8364,1133.4451,1379.7249,1165.7971,1112.8812,996.82947,1418.0842,958.7737,1083.8274,965.2383,1278.5905,1067.4591,963.0965,1607.649,886.56726,903.3942,1234.7588,832.8868,898.5159,829.1831,1118.2922,1091.6907,1205.6676,1158.2546,1087.3768
2061,1229.1094,1317.3623,982.2979,1144.0627,1219.5076,1079.0077,1232.3164,1302.4155,1219.4288,1059.2153,1421.8184,984.9219,1106.7507,1011.2561,1141.083,1134.4518,1215.8906,1029.2896,1217.8678,912.2196,1200.0696,1282.4026,1240.9657,1355.0941,1289.5719,955.467,990.8307,981.35596,1271.3191,887.1552,870.2551,754.483,1101.601,764.4888,1155.7369,988.9585,1162.836,1070.1826,1152.8313,1025.6416,1151.473,1179.1719,1478.9498,1138.7203,1167.6349,1168.644,1388.284,1002.36426,1160.1038,1069.0054,1467.6901,968.91437,943.4266,952.5438,1243.4498,812.53326,1188.7385,1411.8293,977.1033,1105.8951,1353.47,852.716,831.50085,922.9229,1142.2432,900.87146,1195.6632,969.8587,1147.1737
2062,1195.0662,1550.2947,892.66144,1156.6676,1187.3555,1157.8003,1179.0199,1431.4902,1219.8622,1228.6992,1380.8348,938.40234,977.526,1053.3341,1313.7605,1084.2402,1246.8802,1110.1776,1197.9801,906.4311,1210.2001,1278.3678,1046.8153,1126.7662,1355.8104,854.2235,983.9961,979.0955,1268.4899,748.3824,916.9272,837.3961,1019.7173,871.9451,1142.9664,1009.14905,1117.652,991.3411,1241.7537,1015.2679,1262.5695,1015.5389,1450.7161,1126.1635,1217.5286,1167.0829,1381.148,961.55646,1223.4336,1113.4867,1382.3767,973.8948,1060.0135,1031.8131,1181.508,906.4057,1139.4404,1361.9133,1153.7976,1139.5312,1276.3043,813.55237,919.43427,885.2576,1090.7426,758.9286,998.3269,1138.8396,1518.5717
2063,1191.564,1257.6332,1139.9337,1076.3413,1267.8024,1215.7261,1249.0472,1233.6327,1133.592,1283.6855,1339.3958,933.20154,1142.6112,947.2836,1279.0863,1130.2947,1468.9646,959.31903,1095.8563,1001.231,1070.5381,1274.7313,1162.5946,1243.081,1504.951,985.27576,1123.3357,920.2335,1327.3983,1055.084,1024.5911,864.95184,1072.2358,962.6297,1088.6937,1010.5053,1183.292,1158.3075,1409.8876,930.47546,1082.4689,1058.0597,1521.7395,962.58215,1230.016,1184.0428,1378.8425,1075.2126,1174.1987,1208.0381,1345.947,923.4561,1032.4995,1087.1136,1207.3518,760.8516,897.1557,1154.7666,1167.4108,837.7301,1311.389,827.48535,849.53644,883.1347,1132.516,877.7918,1167.7098,997.53705,1370.3959
2064,1269.8857,1461.6847,940.37256,1161.2654,1138.0596,1300.7505,1035.1277,1245.5503,1121.2249,1182.811,1585.8561,792.651,968.1052,1016.0301,1231.8877,949.6022,1266.7412,1174.6213,1209.0244,1004.6579,1201.4825,1487.9686,1110.5778,1255.7673,1670.3275,763.0401,1061.182,1051.3281,1311.1996,855.6032,904.1729,837.9036,1114.3357,823.6253,1175.5032,906.52576,1266.7772,1278.4159,1576.0023,931.4917,1103.7709,1147.4677,1415.6122,1032.1243,1162.6987,1144.7653,1468.7903,1053.5287,1121.9742,1129.5414,1350.927,904.7291,1037.1716,979.0433,1342.6089,865.0159,1021.99255,1382.0797,841.0755,1386.2177,1309.1932,934.1141,949.9404,843.3729,1140.1205,1053.1665,898.64264,1080.7284,1263.2593
2065,1207.3097,1317.3838,939.0962,1028.2205,1151.6703,1294.4059,1163.146,1394.7363,1092.4131,1103.3522,1575.7402,869.7513,1140.607,1020.2534,1331.9729,1054.4331,1134.5852,918.1301,1129.9634,1064.3689,1086.267,1311.2068,1338.1677,1278.2917,1658.8298,894.1808,1052.021,996.0821,1322.7797,826.7608,977.79596,868.4863,1200.9081,843.0533,1149.0225,1179.3639,1180.9254,1100.2509,1417.086,1052.633,1216.7957,1111.91,1383.4309,1034.9149,1329.2522,1170.8615,1488.5706,1069.6311,1194.2262,1164.3682,1440.0128,945.8196,1134.1339,1030.8547,1221.2498,851.90546,1057.0448,1328.5104,899.8242,1226.9819,1553.1007,844.76306,852.3104,913.3868,964.4199,932.08044,1142.7771,911.3129,1193.801
2066,1256.0173,1599.532,834.5992,1130.7227,869.5588,1332.7972,1101.8024,1285.261,1058.824,1167.8569,1606.3246,929.5135,1041.135,1177.2003,1273.7914,1169.0332,1210.6227,945.78656,1131.9923,1067.9795,1280.0704,1300.9656,1012.3388,1182.0374,1667.1934,789.9835,1008.0096,1007.577,1154.2194,885.5668,972.324,937.06256,1147.5266,836.20325,1350.837,1002.488,1121.1998,1152.4003,1382.9454,959.7447,1292.1906,1246.5946,1348.2158,1092.4886,1193.6207,1208.6509,1358.9493,984.63293,1288.9706,1269.9697,1333.4514,999.22406,1165.4653,1104.6094,1240.5891,932.71796,1051.8795,1252.5597,802.3152,1111.1057,1361.4028,900.30505,964.50903,704.6532,1049.7738,964.565,1088.1154,1137.5713,1415.6215
2067,1216.0631,1471.347,921.42456,1155.2653,881.89624,1404.5509,1283.3479,1370.6335,1040.2383,1100.9456,1420.3627,988.58295,1149.8586,1152.4988,1467.7266,1089.2898,1357.746,890.78064,1114.1478,1091.8218,1187.7837,1487.5037,1143.3545,1337.4384,1614.8726,837.81854,871.42255,1033.7089,1466.7742,883.97107,986.18756,826.5748,1238.7585,922.2473,1114.7975,872.28735,1303.4375,1162.8076,1426.6973,1157.4084,1233.0887,1201.4281,1668.2908,973.7093,1268.9459,1231.5529,1414.9467,1102.6449,1241.2927,1106.057,1329.9574,1061.1766,1029.2725,1100.5507,1354.85,829.75977,1179.8989,1459.7881,929.44135,886.25104,1272.4711,903.051,931.85455,889.38416,1021.4971,895.866,1099.1613,1102.6941,1195.6145
2068,1212.815,1482.2244,1122.9678,953.3487,718.12695,1178.5536,1123.8694,1550.1635,1094.9359,965.9358,1405.5336,942.34607,1016.5774,1013.8497,1396.5658,1132.836,1292.2054,902.71106,1217.8868,989.3235,1214.2264,1440.5382,1185.4957,1169.1974,1661.7954,994.12616,1056.9945,981.5877,1305.0778,1013.4158,973.3324,876.658,1224.6091,872.76184,1262.6284,941.25696,1188.1748,1209.3119,1496.4321,945.7608,1183.3634,1422.3767,1429.087,1058.7968,1211.7454,1125.9797,1424.994,1049.1952,1087.8384,1173.2324,1482.1642,924.0143,1065.8175,1156.7767,1262.2809,931.3481,1041.6401,1544.4215,909.0858,1115.0769,1386.5464,769.304,962.6077,1077.9895,1128.9661,956.735,1314.3463,1024.296,1299.1016
2069,1215.2385,1357.1858,980.0641,1193.2955,671.98267,1473.1411,1156.1094,1459.175,1112.7678,1219.1328,1434.7673,934.2951,1142.8474,1073.5577,1351.211,952.084,1289.816,825.8311,1142.0258,953.3642,1188.6307,1480.8314,1242.4513,1276.934,1744.1317,898.7963,1087.3429,1010.22327,1188.9061,832.7506,1167.6191,1231.6943,1153.0933,999.8697,1327.0426,929.60895,1179.4613,1154.1545,1475.7158,1053.0533,1277.2788,1262.8293,1560.5195,1077.0295,1206.4192,1224.6221,1426.4816,1073.2167,1246.4707,1230.0444,1550.0135,913.5127,1105.004,991.2389,1348.6803,973.8858,1043.8795,1304.3298,955.822,1048.986,1438.5245,725.0856,904.6986,911.1937,1158.406,917.60254,1164.8885,953.5514,1384.8254
2070,1260.6008,1504.7262,949.13245,1140.4451,896.2533,1426.0975,1018.03296,1415.5176,1064.8137,1254.1487,1583.4086,865.9641,1087.7207,1199.6464,1328.7728,1101.1848,1228.7125,946.73596,1254.6237,1092.0332,1267.0975,1339.383,1244.7205,1406.9882,1574.195,699.4726,1089.3911,927.416,1273.1112,925.56665,959.2889,981.1858,1117.6652,984.8627,795.1086,986.8121,1144.5514,1078.8314,1562.4341,895.9266,1156.4242,1142.6768,1565.9142,972.6384,1180.7704,1284.7772,1517.3191,950.9425,1144.2863,1304.7295,1428.2358,1068.1772,1130.9265,1085.1439,1394.5446,860.23083,1014.3339,1376.102,746.2002,1084.2286,1464.8109,785.2363,951.8364,961.2045,1104.0336,953.3054,1102.9359,955.113,1401.569
2071,1224.0626,1510.8647,822.7943,1170.604,930.477,1325.1523,1274.1245,1519.8934,1033.8499,1177.678,1584.6813,1069.4766,1095.3975,1051.8008,1360.0455,1066.0436,1271.7987,982.614,1280.9797,996.4643,1196.2509,1370.7185,1198.8325,1350.6212,1638.4618,914.25006,1004.6032,1118.8949,1256.0533,962.70087,851.8009,1053.7644,1291.6656,981.87946,797.5889,911.973,1195.6,1309.3658,1526.2091,959.08734,1306.3893,1197.9095,1666.6548,1077.4532,1132.1703,1305.2117,1511.8118,985.925,1181.7533,1206.78,1429.0881,964.75964,1220.5686,1126.855,1288.2747,822.4102,1047.1884,1447.13,896.6134,1158.5623,1406.2699,808.94904,856.68384,903.1517,1007.2937,845.4174,976.5204,1270.9723,1323.0171
2072,1379.4003,1352.7018,830.23175,1115.5276,937.8184,1138.9816,1149.0276,1452.4469,1165.02,1261.2374,1417.1958,953.4116,1041.8339,1081.0786,1451.8191,1141.1608,1324.2291,1068.213,1108.6049,934.27954,1198.6731,1428.1296,1187.6886,1330.6295,1690.6472,855.5684,1073.9673,990.59314,1220.5927,1013.0258,970.22314,1020.0308,1569.0696,1058.2482,1179.9387,1048.5581,1255.0212,1070.6989,1681.0782,1038.4047,1116.035,1393.0485,1629.8052,1017.9782,1189.3027,1258.5375,1498.8203,1100.3389,1215.0558,1242.5824,1536.4816,986.72437,1096.4923,1050.3857,1513.4417,805.72363,1127.7312,1667.126,1077.7367,1153.4589,1287.5039,788.4588,835.29926,1044.2196,1175.4506,900.6018,1294.4474,1107.471,1380.8325
2073,1134.5217,1392.362,895.8273,1079.1842,830.5947,1410.2786,1383.1559,1553.4689,1035.0657,1233.9758,1679.8745,975.92206,1034.6215,1009.9726,1236.1964,1088.3147,1317.3982,966.48505,1174.5039,992.1636,1238.8301,1464.3248,1243.3461,1279.9293,1767.8391,970.36395,1002.86084,1025.7899,1251.5658,889.23456,949.7461,1060.5934,1236.221,1012.95984,1468.2406,957.10254,1237.3109,1263.1907,1574.2072,1013.97833,1172.718,1173.7216,1642.8792,1062.6781,1199.5835,1275.1989,1630.4642,1127.3627,1293.0691,1187.0182,1601.2263,1042.4973,1040.8043,1068.5115,1480.5654,796.24927,930.01556,1492.7103,926.76587,967.66156,1546.2362,815.5541,792.7297,951.6762,1175.288,932.3955,1201.9666,1121.0819,1292.7938
2074,1187.8685,1546.8794,941.42303,1116.0406,713.8364,1397.8286,1235.2522,1464.7291,1046.5123,1215.87,1688.8594,873.18726,1112.6788,1070.6963,1473.6796,1119.1738,1416.0139,1160.6681,1260.2689,1075.3584,1088.724,1399.847,1060.3007,1283.7798,1680.469,904.76874,1152.8417,1001.7179,1231.8351,737.02783,1056.8295,1082.949,1349.2347,1056.0128,1391.217,1076.6483,1236.7653,1315.6638,1740.1185,978.30945,1262.3937,1239.3341,1660.7013,1009.11475,1320.2129,1333.8657,1685.4224,1005.8227,1277.1625,1270.5105,1501.0062,998.4119,988.6005,1123.8247,1379.3995,992.1285,986.3956,1423.7877,879.107,989.7133,1584.3606,794.822,888.9956,1151.3142,1205.7571,975.559,1072.0383,1088.2512,1278.5393
2075,1026.8806,1632.8251,845.07654,1154.4276,861.3894,1508.7485,1258.6372,1500.221,1000.51025,1353.7025,1506.9458,875.4411,1059.2726,1218.2068,1433.0234,1148.2977,1279.9883,937.60614,1303.4425,1021.43866,1100.8824,1485.4171,1296.1984,1559.4398,1835.2708,928.2942,1098.4038,1251.9033,1329.6631,819.72296,1024.4993,1051.1819,1204.8542,915.9332,1038.8627,956.1915,1255.4038,1182.5707,1498.7802,935.8508,1228.1707,1174.5333,1595.1293,1050.7236,1150.212,1313.0342,1538.4838,1001.54987,1296.5289,1303.5365,1574.8989,931.7426,1193.3545,1181.3137,1335.8293,953.7616,1216.9703,1394.7224,1119.2789,1028.6283,1573.0697,875.13904,1073.796,968.1223,1052.5479,868.2382,1307.4834,1085.2153,1355.9254
2076,1143.3075,1655.7189,822.7995,870.8041,934.08075,1436.004,1327.2113,1425.3331,1033.3339,1347.5077,1625.5151,992.2481,1119.1462,1250.5314,1412.0405,1075.1653,1429.9307,1038.2201,1422.8171,938.37714,1215.9229,1474.0195,1373.2457,1661.9817,1643.7064,946.65857,1155.2314,1151.2179,1470.2412,794.36273,993.73193,1028.5663,1422.0299,942.11945,836.63574,984.17377,1197.8805,1243.2288,1536.1431,1075.9094,1192.5148,1189.6642,1711.4205,973.9394,1132.9918,1285.9368,1675.1615,981.1829,1179.6476,1186.2252,1589.3715,894.5476,1176.1293,1107.7782,1568.9692,1006.20355,1172.061,1521.3853,982.4287,1222.7251,1523.2556,758.0943,987.3399,1045.9751,1177.6884,936.04065,1234.553,1075.7529,1349.9045
2077,1202.2178,1649.4689,884.57794,1115.0807,820.0273,1521.1141,1360.019,1561.769,1003.52924,1352.4159,1645.2046,872.6279,1108.1721,1175.7533,1344.3245,1144.5059,1344.1683,1045.8633,1185.5768,983.61426,1146.9569,1525.0586,1000.25195,1448.4495,1776.4175,971.952,898.4682,1045.7903,1521.563,775.22546,1009.69836,1078.2098,1122.2943,869.71313,927.996,901.95026,1281.6019,1300.7063,1681.9695,971.5645,1230.3427,1215.9801,1736.5476,1129.0587,1202.2626,1387.4495,1578.9369,1184.4457,1203.3279,1283.0797,1645.7715,1006.9946,1104.3612,1117.3191,1312.8329,864.44836,969.5679,1580.6299,793.40424,1078.6642,1478.4673,830.34265,1011.0482,989.56793,1193.5449,933.05884,1141.5127,1118.922,1419.1437
2078,1203.6172,1621.0691,904.36597,1036.4036,785.16797,1387.9752,1324.7802,1679.8022,1054.5992,1180.1454,1613.9366,937.7492,1011.9758,1039.94,1370.5637,1090.6094,1423.838,1091.2882,1475.812,931.9669,1091.501,1577.2753,1146.1254,1511.5558,1732.1276,929.2635,954.06616,1051.4852,1424.4584,887.38116,888.848,999.9536,1100.899,852.3144,1244.9731,1133.4094,1055.3198,1224.3435,1716.7434,1033.3689,1292.7375,1306.6898,1671.8811,1119.0094,1131.1859,1340.0096,1641.252,1137.8372,1260.139,1258.8307,1574.1246,975.2072,1204.0507,1155.5839,1430.4155,897.997,1091.4757,1382.7983,883.7312,1164.0656,1310.9617,840.049,945.2765,1100.3615,1131.5159,929.1968,1149.4333,1302.3177,1419.5635
2079,1381.1462,1548.7704,896.41034,920.4013,746.6267,1550.4382,1120.9863,1570.54,943.0303,1336.065,1545.8641,905.33124,1229.4341,1269.281,1416.2418,1083.0461,1220.9362,977.76465,1204.4415,995.3772,1171.9673,1564.7067,1043.7046,1330.8143,1693.655,913.6058,1129.7671,1218.7726,1272.6661,822.3281,1068.4392,1034.8088,1465.4443,901.0086,1106.1058,1092.118,1117.063,1142.4196,1822.187,886.48157,1114.6577,1383.9678,1466.8344,1051.2587,1230.2007,1314.4338,1765.3324,1117.7467,1237.2552,1272.2552,1493.5441,979.3567,1111.054,1133.9182,1465.4833,902.0597,1191.7281,1599.8086,859.1998,1185.2031,1412.6366,758.2227,872.9913,1066.8375,1142.5026,1015.6609,1176.396,1257.0049,1497.9287
2080,1299.1244,1663.0881,925.4853,979.0556,824.528,1698.5142,1167.7776,1569.3617,1020.64996,1279.0388,1553.7277,1004.566,1114.2915,1319.986,1372.7646,1091.9913,1490.1176,1141.005,1266.7576,937.7588,1382.529,1354.9928,1250.6846,1512.5931,1556.8596,816.2243,896.03357,1206.4583,1436.2489,937.1432,1020.25006,1048.6509,1386.2252,1090.6237,1181.6991,1074.4468,1318.5753,1172.5529,1703.6595,910.53625,1202.1274,1326.1097,1760.1332,1023.3217,1139.7296,1287.0891,1752.3419,964.5883,1193.7338,1339.5616,1562.7544,879.123,1262.4021,1219.0479,1463.0005,846.53564,1093.4467,1524.2079,782.4685,1395.994,1640.6196,890.5422,954.36914,886.4772,1213.74,1055.4932,1093.5585,1223.2491,1376.037
2081,1234.7614,1766.4653,1002.9323,1288.2396,947.57227,1661.8997,1364.5757,1594.4247,1008.48364,1240.16,1771.7797,889.573,1160.7893,1145.2953,1493.1522,1027.4697,1407.7399,901.7549,1426.4371,960.7835,1114.6814,1492.9911,1140.5833,1388.1903,1880.8552,891.88904,904.4771,1245.9517,1539.503,884.8391,1050.2509,1048.0868,1140.8611,868.6318,1165.391,964.1268,1257.9481,1334.787,1565.629,965.49365,1223.1113,1253.8331,1899.9005,951.56226,1160.521,1352.3928,1594.1489,974.35516,1166.0632,1325.7603,1651.724,933.1404,1175.3226,1153.6971,1507.9132,954.58685,987.76886,1531.3698,998.59393,1134.0779,1577.3591,809.2924,1024.6995,935.53766,1175.415,888.06714,1072.7861,1188.7311,1348.4243
2082,1418.8754,1645.4254,846.18634,1042.7654,796.23737,1624.2657,1242.4761,1536.9893,1024.2847,1281.2297,1609.6085,912.3203,1204.4998,1060.748,1553.8986,1146.0515,1373.7529,1253.5863,1399.2502,967.90784,1205.4071,1561.2733,1230.9202,1408.2833,1724.0513,787.29694,1101.5273,1139.0707,1421.9142,752.03656,1122.1945,1178.3007,1281.8207,874.28577,1048.8096,989.2418,1359.3691,1370.3706,1610.709,1054.4304,1429.0542,1399.5132,1725.4569,981.8878,1248.69,1373.0479,1703.225,1019.40857,1201.238,1333.3552,1799.3086,982.3945,1146.8325,1193.644,1482.0182,845.9469,1185.8448,1551.545,892.1526,1076.2631,1444.2415,854.6461,961.7898,1024.322,1146.1548,936.47205,1163.5645,1166.4379,1412.7029
2083,1491.7527,1722.782,952.27765,1202.572,899.2277,1520.6409,1282.6377,1685.537,1018.79114,1234.5134,1676.403,954.20734,1244.5063,1167.324,1446.97,1117.1001,1417.7477,1245.1879,1251.285,956.1214,1090.0565,1400.8196,1186.9011,1579.9622,1909.6658,821.1301,1315.034,1151.5762,1338.7,753.96674,947.7219,1078.5375,1406.6713,1014.55286,1470.9474,884.7892,1290.6274,1357.2136,1675.1332,888.36523,1094.7185,1249.4698,1766.3853,1169.022,1273.0466,1223.1152,1679.9551,1177.6647,1124.1956,1385.0608,1738.7299,982.08514,1110.1759,1173.6483,1466.4744,904.4945,1192.3079,1613.5787,990.4803,1202.1608,1571.6677,829.6422,1039.8351,962.30804,1166.5944,1040.0824,1193.7179,1154.1161,1453.554
2084,1358.8212,1634.2993,889.3778,1064.8698,786.0738,1486.3497,1188.5706,1533.7965,1054.6268,1235.758,1699.0647,933.556,1109.6353,1245.1387,1412.2512,1106.6146,1541.4055,960.60614,1245.1218,946.3994,1093.9003,1579.5155,1327.7971,1665.5653,1933.3815,781.63403,1004.85803,1064.5394,1352.1827,920.68933,950.7974,1189.3843,1304.6575,1021.9171,952.0956,962.61945,1193.0067,1408.6362,1702.791,1006.78845,1300.2582,1353.7856,1682.9618,1081.3787,1350.3717,1342.4711,1747.5187,1003.4136,1206.7375,1353.2999,1710.1338,1055.9913,1081.7067,1128.1115,1598.1316,689.32654,977.1505,1637.8832,993.10944,1234.5417,1334.5204,820.995,1031.8864,856.3874,1052.8661,1025.0138,981.82056,1190.0475,1399.3844
2085,1243.2102,1607.8623,864.2952,1289.7769,969.13007,1660.7721,1207.9701,1596.1897,1125.3864,1171.434,1680.5502,1029.7283,1144.0597,1139.2544,1427.142,1178.093,1402.7725,1006.06494,1526.5034,956.4119,1030.9402,1706.7635,1217.939,1410.6714,1843.5403,872.46375,1127.0255,1089.7783,1452.0702,734.08386,958.65845,989.905,1392.6075,864.21454,1099.0161,1044.2689,1167.0864,1297.1548,1818.7693,944.5173,1292.5903,1349.1918,1835.2898,986.65894,1202.8998,1392.6306,1888.8461,1027.2186,1257.0428,1326.9692,1858.768,940.4103,1087.8062,1212.3163,1665.1555,783.58057,1091.6903,1854.9767,887.28894,1237.194,1502.787,911.82935,934.1796,1003.8609,1265.0646,1080.766,1093.586,1325.7974,1592.0739
2086,1239.5824,1667.1772,923.13434,1065.0316,812.83276,1577.2634,1140.8625,1624.2639,1030.0696,1204.5265,1660.3159,887.2568,1117.7944,1208.818,1536.439,1191.5125,1598.2784,1091.3035,1264.5267,1016.70807,1054.182,1557.5431,1186.3492,1395.0515,1919.0803,813.9454,1052.449,1255.8313,1503.0127,903.739,955.977,1230.1389,1245.5991,906.41956,1189.1877,1062.0763,1106.4783,1246.8676,1746.6674,957.46704,1279.8219,1327.7668,1683.5264,1132.6569,1225.272,1325.8336,1926.6279,993.7038,1268.7811,1337.9602,1808.7649,984.58093,1183.97,1395.5687,1569.4352,908.0355,1224.9688,1686.9847,1050.7198,1067.0162,1493.2507,873.1548,964.3532,986.26276,1363.4098,943.1138,1289.3784,1061.6913,1437.2758
