year,ACCESS1-0_rcp45_r1i1p1-longest_run_prcp_blw,ACCESS1-0_rcp85_r1i1p1-longest_run_prcp_blw,bcc-csm1-1_rcp26_r1i1p1-longest_run_prcp_blw,bcc-csm1-1_rcp45_r1i1p1-longest_run_prcp_blw,bcc-csm1-1_rcp60_r1i1p1-longest_run_prcp_blw,bcc-csm1-1_rcp85_r1i1p1-longest_run_prcp_blw,BNU-ESM_rcp45_r1i1p1-longest_run_prcp_blw,BNU-ESM_rcp85_r1i1p1-longest_run_prcp_blw,CanESM2_rcp26_r1i1p1-longest_run_prcp_blw,CanESM2_rcp45_r1i1p1-longest_run_prcp_blw,CanESM2_rcp85_r1i1p1-longest_run_prcp_blw,CCSM4_rcp26_r1i1p1-longest_run_prcp_blw,CCSM4_rcp45_r1i1p1-longest_run_prcp_blw,CCSM4_rcp60_r1i1p1-longest_run_prcp_blw,CCSM4_rcp85_r1i1p1-longest_run_prcp_blw,CESM1-BGC_rcp45_r1i1p1-longest_run_prcp_blw,CESM1-BGC_rcp85_r1i1p1-longest_run_prcp_blw,CNRM-CM5_rcp45_r1i1p1-longest_run_prcp_blw,CNRM-CM5_rcp85_r1i1p1-longest_run_prcp_blw,CSIRO-Mk3-6-0_rcp26_r1i1p1-longest_run_prcp_blw,CSIRO-Mk3-6-0_rcp45_r1i1p1-longest_run_prcp_blw,CSIRO-Mk3-6-0_rcp85_r1i1p1-longest_run_prcp_blw,GFDL-CM3_rcp26_r1i1p1-longest_run_prcp_blw,GFDL-CM3_rcp60_r1i1p1-longest_run_prcp_blw,GFDL-CM3_rcp85_r1i1p1-longest_run_prcp_blw,GFDL-ESM2G_rcp26_r1i1p1-longest_run_prcp_blw,GFDL-ESM2G_rcp45_r1i1p1-longest_run_prcp_blw,GFDL-ESM2G_rcp60_r1i1p1-longest_run_prcp_blw,GFDL-ESM2G_rcp85_r1i1p1-longest_run_prcp_blw,GFDL-ESM2M_rcp26_r1i1p1-longest_run_prcp_blw,GFDL-ESM2M_rcp45_r1i1p1-longest_run_prcp_blw,GFDL-ESM2M_rcp60_r1i1p1-longest_run_prcp_blw,GFDL-ESM2M_rcp85_r1i1p1-longest_run_prcp_blw,inmcm4_rcp45_r1i1p1-longest_run_prcp_blw,inmcm4_rcp85_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-LR_rcp26_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-LR_rcp45_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-LR_rcp60_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-LR_rcp85_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-MR_rcp26_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-MR_rcp45_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-MR_rcp60_r1i1p1-longest_run_prcp_blw,IPSL-CM5A-MR_rcp85_r1i1p1-longest_run_prcp_blw,MIROC-ESM-CHEM_rcp26_r1i1p1-longest_run_prcp_blw,MIROC-ESM-CHEM_rcp45_r1i1p1-longest_run_prcp_blw,MIROC-ESM-CHEM_rcp60_r1i1p1-longest_run_prcp_blw,MIROC-ESM-CHEM_rcp85_r1i1p1-longest_run_prcp_blw,MIROC-ESM_rcp26_r1i1p1-longest_run_prcp_blw,MIROC-ESM_rcp45_r1i1p1-longest_run_prcp_blw,MIROC-ESM_rcp60_r1i1p1-longest_run_prcp_blw,MIROC-ESM_rcp85_r1i1p1-longest_run_prcp_blw,MIROC5_rcp26_r1i1p1-longest_run_prcp_blw,MIROC5_rcp45_r1i1p1-longest_run_prcp_blw,MIROC5_rcp60_r1i1p1-longest_run_prcp_blw,MIROC5_rcp85_r1i1p1-longest_run_prcp_blw,MPI-ESM-LR_rcp26_r1i1p1-longest_run_prcp_blw,MPI-ESM-LR_rcp45_r1i1p1-longest_run_prcp_blw,MPI-ESM-LR_rcp85_r1i1p1-longest_run_prcp_blw,MPI-ESM-MR_rcp26_r1i1p1-longest_run_prcp_blw,MPI-ESM-MR_rcp45_r1i1p1-longest_run_prcp_blw,MPI-ESM-MR_rcp85_r1i1p1-longest_run_prcp_blw,MRI-CGCM3_rcp26_r1i1p1-longest_run_prcp_blw,MRI-CGCM3_rcp45_r1i1p1-longest_run_prcp_blw,MRI-CGCM3_rcp60_r1i1p1-longest_run_prcp_blw,MRI-CGCM3_rcp85_r1i1p1-longest_run_prcp_blw,NorESM1-M_rcp26_r1i1p1-longest_run_prcp_blw,NorESM1-M_rcp45_r1i1p1-longest_run_prcp_blw,NorESM1-M_rcp60_r1i1p1-longest_run_prcp_blw,NorESM1-M_rcp85_r1i1p1-longest_run_prcp_blw
2062,326.20203,357.58228,359.4942,319.05884,361.9718,266.34973,357.6985,305.16827,365.0,365.0,355.83133,310.5378,364.16254,365.0,365.0,365.0,364.00897,363.02484,365.0,365.0,361.75333,362.5824,365.0,346.88208,320.16592,355.45084,363.15125,364.2965,365.0,348.4437,320.1465,365.0,365.0,359.009,365.0,345.90472,364.17413,353.7116,365.0,364.00452,365.0,365.0,365.0,364.7252,362.19498,365.0,365.0,363.45837,364.32056,363.469,365.0,364.66867,365.0,363.48306,365.0,318.4011,350.40543,365.0,365.0,333.16507,355.83133,363.85355,358.3264,365.0,358.2876,364.66818,365.0,311.54767,365.0
2063,358.6571,364.30475,355.36362,365.0,365.0,359.7315,340.34607,363.10385,364.2292,365.0,339.40543,363.5305,363.9255,365.0,361.70917,362.95493,365.0,365.0,365.0,352.3935,287.7776,363.02484,364.52893,365.0,336.23553,359.1735,365.0,363.56207,365.0,359.9753,356.9883,365.0,361.67508,365.0,300.77686,365.0,338.77853,365.0,365.0,364.62076,365.0,363.51468,357.433,358.78906,362.86682,359.65344,363.97495,365.0,360.7202,362.88263,363.4673,361.28918,365.0,365.0,356.7254,363.13416,358.7338,287.569,365.0,331.45062,277.41876,359.8796,359.8181,365.0,361.74643,361.5454,363.8623,365.0,364.88223
2064,364.9075,365.1098,359.77844,366.0,320.7934,364.0179,359.25662,348.3302,366.0,365.0519,364.26202,346.22925,347.46027,361.265,360.42163,346.925,359.96332,363.94742,366.0,341.48685,341.94208,333.82202,366.0,362.42123,280.87875,355.17685,363.93002,366.0,366.0,361.89374,356.79138,364.56207,309.4666,366.0,363.63736,366.0,366.0,364.17,366.0,366.0,366.0,366.0,366.0,362.938,361.0448,363.569,364.0179,360.84436,366.0,360.78674,365.3529,340.34128,363.62488,366.0,364.6885,317.55927,306.53192,309.67584,364.86703,366.0,366.0,364.3598,366.0,366.0,366.0,364.7833,364.84006,362.32346,310.66763
2065,353.45267,364.84198,360.12646,300.3469,365.0,363.34216,363.32507,362.79767,365.0,359.0609,365.0,365.0,365.0,354.97852,365.0,364.83484,365.0,365.0,363.8781,365.0,321.08395,365.0,355.51675,361.07138,365.0,362.7878,365.0,321.56442,325.5244,365.0,365.0,365.0,363.83527,365.0,365.0,293.04474,365.0,360.76053,362.7878,363.31195,365.0,365.0,363.34738,365.0,365.0,365.0,365.0,365.0,363.41986,360.35828,361.44208,365.0,365.0,360.32422,365.0,363.02484,359.41263,365.0,363.5838,365.0,364.39435,365.0,364.46277,365.0,365.0,365.0,365.0,363.5937,365.0
2066,365.0,364.17413,363.9386,363.50287,270.50034,365.0,365.0,294.636,363.1548,365.0,365.0,364.20993,363.6569,360.19287,365.0,364.35214,365.0,365.0,258.77142,327.81708,365.0,365.0,358.5871,357.93454,352.70547,361.91306,363.84006,363.7675,361.60797,365.0,365.0,365.0,364.29337,339.61356,364.61176,339.50186,365.0,365.0,365.0,365.0,364.60498,344.63522,352.49152,365.0,333.6748,364.5414,362.46735,365.0,322.97757,365.0,365.0,364.90518,365.0,365.0,345.0588,365.0,365.0,352.08072,363.21445,365.0,363.23505,359.32904,365.0,356.28973,363.1118,365.0,281.98953,365.0,353.5794
2067,365.0,365.0,363.1613,357.91473,349.27866,365.0,360.99158,343.50244,361.24274,358.41907,363.02484,365.0,365.0,364.73138,363.33667,362.7088,363.9887,365.0,341.84897,363.85355,360.2333,363.9413,342.20032,364.71558,343.1186,365.0,365.0,305.86536,342.38962,365.0,365.0,305.4823,364.7946,358.96658,365.0,358.38785,365.0,364.28424,365.0,365.0,363.19864,337.00534,360.9558,337.464,365.0,355.84708,364.5045,359.70355,362.5555,365.0,363.85355,359.05374,365.0,360.87067,363.49887,355.89044,358.11685,343.65646,363.2196,360.52475,365.0,365.0,361.87793,357.94226,359.65082,317.8765,365.0,364.48233,346.0337
2068,366.0,364.94006,365.76297,351.3312,356.96106,329.8301,366.0,366.0,362.91675,361.59073,358.13437,364.45148,366.0,366.0,363.7523,357.86044,366.0,356.41992,366.0,356.29898,366.0,360.71445,366.0,366.0,366.0,330.82593,355.81674,366.0,364.70016,366.0,366.0,366.0,297.65018,323.21945,366.0,357.45724,366.0,345.45758,363.9194,366.0,366.0,364.30927,366.0,351.37888,366.0,336.99396,365.39435,366.0,366.0,361.4302,361.76138,349.8369,366.0,357.15118,366.0,351.60403,363.46735,357.45337,334.39322,366.0,363.18192,361.43954,344.17575,366.0,360.431,293.5633,366.0,324.23035,362.4256
2069,365.0,343.53915,356.51862,365.0,365.0,321.5127,364.60498,333.62064,365.0,365.0,341.2496,363.9413,361.4763,365.0,359.5849,351.99832,325.4249,363.35123,361.42075,350.2643,365.0,342.71478,302.00482,362.73856,365.0,357.52487,359.9958,362.15897,362.15897,296.64972,363.7201,365.0,331.26297,365.0,365.0,340.53885,348.70703,365.0,362.05576,365.0,365.0,363.57788,313.63068,355.75027,365.0,363.7675,364.96075,365.0,335.25775,365.0,363.66528,364.13678,364.13678,365.0,362.17157,362.7015,346.63324,293.20187,365.0,364.48965,228.18692,365.0,336.53088,363.62527,360.40744,359.44708,363.58676,365.0,359.6594
2070,292.40222,364.82617,290.96475,332.109,365.0,365.0,357.04874,332.58405,365.0,363.49887,365.0,365.0,364.25818,365.0,319.3317,356.2032,355.11972,363.9075,365.0,365.0,359.79053,365.0,365.0,365.0,354.36108,365.0,358.22635,355.00644,365.0,359.81976,365.0,321.82242,362.7878,365.0,360.50455,365.0,309.78864,365.0,362.50046,365.0,365.0,365.0,365.0,365.0,365.0,365.0,365.0,363.5937,358.33798,365.0,364.76447,355.4396,364.71558,356.31763,363.7201,351.12433,358.63724,327.1808,262.08917,333.7173,333.53665,353.68115,365.0,364.63336,359.85907,365.0,365.0,352.7018,361.64148
2071,353.34396,363.8781,360.30994,358.88858,352.60822,365.0,363.55984,350.90005,359.16464,365.0,360.63556,364.05585,355.52026,355.3935,364.13635,364.63657,364.08353,334.62903,365.0,332.4484,261.80978,336.322,362.71286,333.4126,360.53058,365.0,365.0,342.72162,365.0,317.65863,363.43048,353.3747,365.0,360.1547,363.47974,303.67694,362.07947,332.4478,365.0,365.0,350.87726,365.0,360.87387,364.2376,356.02557,317.04855,365.0,365.0,355.35526,357.60464,365.0,365.0,365.0,363.83072,361.80664,358.00098,358.87598,357.5469,365.0,364.24155,329.3434,364.96075,365.0,363.62527,338.4953,359.8138,365.0,362.8715,286.9398
2072,364.39047,366.0,356.06516,360.45224,363.80536,362.3704,364.67862,359.2007,343.69846,366.0,365.6571,366.0,357.32712,366.0,363.7426,353.39426,365.43115,366.0,326.56714,360.05374,365.9842,330.97748,366.0,364.6569,366.0,352.9476,363.17035,361.88834,366.0,366.0,366.0,360.70633,363.97745,366.0,366.0,351.71924,365.06403,346.93002,243.88179,366.0,360.14093,366.0,366.0,366.0,366.0,331.438,366.0,366.0,366.0,361.20996,364.89883,364.41986,366.0,335.31332,358.9319,363.0125,308.15237,358.4273,365.06772,338.89206,313.5936,365.35492,241.9279,364.8149,365.9827,366.0,366.0,306.62415,360.34705
2073,362.5982,348.8921,322.74872,335.56244,308.7434,365.0,320.57578,359.5098,364.44943,333.53766,365.0,365.0,354.05533,322.4887,365.0,363.70428,362.79767,338.20114,365.0,365.0,363.53345,321.02106,365.0,345.45694,362.92764,365.0,361.7516,344.17877,363.63394,358.74808,354.3111,350.50174,359.84595,365.0,365.0,360.81668,365.0,365.0,226.73659,313.23947,358.9987,365.0,365.0,355.51578,352.423,338.57468,354.34286,365.0,363.83472,312.7513,365.0,365.0,357.6501,344.95682,357.8592,364.01538,359.76608,357.33722,356.3585,364.32056,365.0,365.0,365.0,365.0,339.25256,364.03613,357.73236,365.0,358.0157
2074,360.76828,365.0,349.75385,365.0,278.89258,308.6763,357.07486,363.0245,364.60742,365.0,365.0,342.1834,363.9075,365.0,362.51944,363.12216,306.23285,365.0,349.92023,330.72098,355.07053,267.08463,362.86472,355.10303,362.2913,290.22394,365.0,363.5463,365.0,365.0,365.0,365.0,363.70428,343.33505,365.0,365.0,362.68756,352.80896,314.92935,363.8623,365.0,359.43915,365.0,358.48816,365.0,363.97934,365.0,365.0,326.1399,359.7695,363.73367,363.18307,365.0,359.1279,352.0067,365.0,343.25842,364.11908,365.0,352.9931,361.5126,335.88434,363.9413,365.0,364.1756,365.0,360.87805,361.9718,360.87067
2075,363.0179,361.03583,364.14673,365.0,364.8736,358.4087,359.7695,322.45163,365.0,363.34827,365.0,355.38113,324.03342,364.69977,365.0,364.6146,365.0,357.65768,359.98972,352.51373,357.8417,365.0,363.56207,363.0179,363.7201,298.84702,363.07224,365.0,352.15598,354.05914,364.66818,363.41986,363.85355,365.0,329.51627,362.95865,364.01764,365.0,342.49393,365.0,365.0,360.87634,356.0331,359.97516,363.2364,365.0,364.14673,317.59833,347.4238,365.0,365.0,356.9065,365.0,357.77414,360.11313,358.16934,363.40845,365.0,320.06134,346.70605,363.6512,360.65042,365.0,318.53915,365.0,363.35666,365.0,361.32504,365.0
2076,343.97546,354.31894,352.19846,350.6958,361.265,364.70517,363.09253,365.03613,366.0,364.26187,366.0,363.86682,364.29346,356.65997,353.3508,365.06403,349.75824,361.79953,366.0,364.22916,339.93863,358.41217,364.29346,365.15027,366.0,365.0971,326.92355,343.12427,366.0,297.02203,366.0,366.0,311.3473,366.0,330.9886,358.7493,362.85947,366.0,364.54553,366.0,364.84378,324.94568,309.84604,365.76297,364.09824,366.0,363.50476,366.0,366.0,366.0,366.0,366.0,363.89844,366.0,358.30328,366.0,366.0,366.0,366.0,363.50726,361.47363,365.9368,366.0,366.0,364.26187,361.77884,366.0,345.81754,353.83606
2077,363.7861,363.18307,353.09027,362.18958,364.28894,363.5463,360.8156,358.46228,365.0,348.32608,359.48975,363.40332,363.23816,347.2915,342.08987,335.32465,365.0,351.1266,344.27396,365.0,365.0,349.5406,326.13788,318.73196,355.1908,365.0,336.11624,365.0,328.96402,363.7675,363.07642,364.83484,354.42688,365.0,354.042,363.56207,357.06696,363.2932,359.54926,351.99442,365.0,365.0,362.43958,365.0,365.0,362.3444,347.12637,363.8781,365.0,365.0,360.78177,365.0,364.45853,365.0,365.0,359.30792,365.0,363.97293,333.32504,364.96075,360.1933,363.24606,365.0,345.0868,362.6569,345.7547,365.0,362.99323,313.1942
2078,327.18515,362.15283,363.1387,317.86478,363.8478,340.86768,324.5548,361.03583,365.0,334.13562,360.68176,348.4206,359.6352,348.0835,298.28296,359.54926,343.29172,365.0,363.45148,365.0,363.09402,365.0,358.9792,363.90082,363.9887,365.0,363.5463,307.78732,359.1732,365.0,364.3529,365.0,338.9454,363.08804,365.0,363.89392,365.0,365.0,365.0,365.0,365.0,365.0,359.93466,364.88223,365.0,361.7564,365.0,365.0,364.47855,365.0,365.0,363.56207,365.0,363.76987,365.0,353.4935,362.57745,358.44955,342.64304,365.0,292.46173,323.92838,365.0,363.73367,365.0,363.37247,344.53577,365.0,365.0
2079,363.8149,364.52893,365.0,365.0,365.0,364.13092,330.35983,359.4942,365.0,365.0,360.7771,365.0,365.0,361.2507,365.0,362.7426,361.0881,288.03333,356.08063,350.07343,312.98566,280.5427,365.0,349.48483,362.80322,365.0,364.06403,361.4869,359.94357,365.0,364.49435,365.0,361.88095,365.0,365.0,365.0,365.0,306.66458,365.0,365.0,362.93002,365.0,358.0457,362.19205,365.0,360.8156,363.40408,365.0,365.0,359.17776,365.0,365.0,365.0,360.31204,358.08737,357.50607,363.27765,351.4246,365.0,365.0,348.30643,361.69653,365.0,364.9526,365.0,365.0,356.31644,365.0,333.14584
2080,365.19412,366.0,334.77948,365.5045,366.0,334.8122,348.11493,364.70517,366.0,351.63956,365.54175,366.0,364.11966,364.83417,360.62076,365.11514,364.89392,365.65237,366.0,303.0093,325.32745,362.53238,366.0,366.0,361.378,366.0,359.61328,355.71732,357.82935,366.0,336.2213,353.7851,362.59735,366.0,364.7726,324.3316,324.6551,343.43817,363.851,298.73956,296.1053,366.0,360.1088,354.60864,366.0,365.32056,364.89883,363.72095,358.83185,366.0,362.7516,356.84915,364.48306,260.76147,349.9203,240.885,300.31345,358.0926,366.0,352.29352,310.58466,366.0,366.0,366.0,365.8899,366.0,366.0,297.27225,366.0
2081,355.24213,363.89673,365.0,307.0,306.9982,291.56335,365.0,323.35553,361.80283,324.148,365.0,345.12915,365.0,365.0,365.0,365.0,343.10767,359.42953,354.05408,358.18515,343.14297,362.33054,361.1185,361.5404,365.0,365.0,321.06183,336.60263,350.23532,298.27313,363.13544,357.436,288.54562,352.05185,357.06467,365.0,359.8796,364.66818,358.17807,351.57898,364.36795,313.56433,337.44223,360.38196,365.0,359.9088,364.58917,359.16385,365.0,341.09848,332.62866,365.0,364.96838,365.0,310.19846,364.69977,345.27036,363.5463,342.52386,358.50272,306.3523,363.9539,360.0448,347.90512,363.18155,359.5146,365.0,359.1088,361.76236
2082,363.31238,349.34064,362.65552,357.4424,360.27948,363.38303,365.0,312.70544,365.0,364.39435,361.80664,365.0,365.0,359.01328,345.24506,365.0,364.35214,365.0,358.55823,293.06924,365.0,337.5888,362.71472,365.0,355.01273,365.0,270.69858,365.0,358.2361,357.8488,361.5454,363.6569,357.06824,364.1098,359.05374,365.0,347.6545,351.22858,363.4673,365.0,365.0,354.95923,365.0,293.9373,353.68942,356.85654,363.23346,356.5332,353.86203,328.33365,363.45007,358.22913,297.84888,286.66772,338.17395,352.26025,365.0,362.40506,363.172,312.37378,354.24173,342.17017,365.0,364.52597,362.18723,365.0,363.37247,338.88095,357.45706
2083,352.3938,364.62076,363.97372,333.23068,365.0,325.79407,360.1776,324.91586,365.0,355.29337,351.70703,364.02032,365.0,363.5305,364.03613,356.53662,361.83783,365.0,332.9364,353.56494,365.0,353.7722,365.0,365.0,341.32153,365.0,342.2967,365.0,365.0,365.0,365.0,326.08145,330.6234,365.0,363.18307,365.0,362.0467,365.0,360.79953,363.96146,363.7517,365.0,365.0,354.41614,363.11517,365.0,365.0,365.0,365.0,358.53406,363.5305,282.64062,354.8975,340.86725,355.34747,365.0,316.56964,285.0,365.0,363.73428,311.47244,365.0,363.35666,363.7726,318.44977,365.0,264.3235,349.47485,365.0
2084,366.0,357.933,351.46515,366.0,330.3088,359.63297,364.48306,348.80334,366.0,366.0,362.28244,347.88602,366.0,332.63794,356.37305,359.12573,361.48526,312.97418,366.0,361.18405,366.0,366.0,364.9255,366.0,354.42404,337.68005,366.0,354.07306,366.0,363.2896,366.0,366.0,358.46472,365.28894,366.0,358.02118,352.59753,330.44516,361.4302,358.95258,366.0,366.0,362.41547,366.0,363.851,363.2471,361.0959,352.31967,366.0,365.16254,366.0,366.0,365.25735,350.34442,366.0,355.09592,362.9767,362.72592,363.6446,366.0,362.1921,362.80664,365.8736,366.0,365.14352,366.0,363.6542,365.28894,350.7812
2085,363.11853,362.0467,365.0,342.57416,365.0,364.90518,365.0,317.04294,365.0,361.09088,302.86023,358.5682,357.66562,358.55823,365.0,364.20993,328.58234,365.0,365.0,356.11444,353.51398,357.51355,362.19205,365.0,328.45865,365.0,362.6614,356.37045,365.0,365.0,361.6017,365.0,365.0,359.6573,365.0,357.20755,365.0,361.99747,296.6545,365.0,364.32056,362.96857,363.4489,358.17926,347.97394,365.0,352.34967,365.0,361.5319,337.09763,333.0937,355.72235,356.05566,365.0,335.2932,365.0,364.69977,297.82837,365.0,365.0,325.36047,353.60446,363.45148,365.0,365.0,344.77136,300.2313,365.0,365.0
2086,348.70663,302.97437,365.0,356.62112,361.36313,365.0,365.0,365.0,365.0,360.99362,363.64728,365.0,355.34628,358.0808,363.29346,361.87793,363.83072,361.60385,356.87695,330.61502,363.27765,282.0371,365.0,363.3915,333.9032,365.0,360.92572,264.0,365.0,282.6273,359.50406,365.0,364.32056,358.8908,365.0,365.0,365.0,294.03372,365.0,351.07574,318.53094,330.83466,365.0,349.58832,332.29855,352.27444,363.23346,313.47244,365.0,365.0,357.04276,363.45148,329.12302,365.0,340.65964,362.21057,340.38687,364.28894,365.0,335.37204,357.08176,363.73215,365.0,358.44812,364.4722,365.0,365.0,363.41986,365.0
2087,365.0,363.3932,365.0,363.6885,360.48526,307.243,358.60196,355.19522,365.0,365.0,359.32904,365.0,365.0,349.41547,307.6173,360.0448,365.0,365.0,358.5095,361.65005,365.0,339.55432,363.9097,365.0,359.9276,365.0,362.456,363.13544,365.0,346.07642,349.15662,365.0,292.5191,360.47043,359.17776,360.0448,365.0,288.37387,365.0,361.6585,365.0,365.0,360.13217,358.49725,365.0,343.60382,362.21622,365.0,365.0,361.51605,365.0,260.25717,362.4402,365.0,335.0988,364.77975,348.49164,360.128,365.0,315.86194,330.2166,361.60248,365.0,365.0,365.0,361.5847,363.4673,291.29352,357.62167
2088,366.0,366.0,366.0,312.66434,351.18585,366.0,357.9065,366.0,366.0,366.0,362.91675,363.84088,365.39954,331.1463,356.25543,366.0,364.7675,366.0,328.41068,365.52893,341.3789,323.6284,347.48636,366.0,366.0,325.42197,353.21118,296.48477,326.09155,363.39328,366.0,271.3259,358.17233,360.56357,365.08282,361.65442,366.0,366.0,265.4175,366.0,339.0767,354.3854,332.2987,366.0,366.0,359.77548,363.5661,366.0,366.0,344.7586,364.18753,366.0,343.57556,365.50153,316.97577,366.0,296.05212,343.14944,363.095,357.78006,321.4967,366.0,363.80164,365.06772,359.15723,366.0,363.91425,359.68933,268.91907
2089,334.6091,344.94904,360.89374,361.15903,358.53085,364.69977,359.6573,350.82053,364.5045,348.56833,335.66312,365.0,365.0,363.41986,365.0,365.0,357.2871,352.41684,365.0,260.02298,307.69354,363.35666,364.17834,365.0,341.24683,359.3841,365.0,365.0,278.5362,360.8156,365.0,365.0,353.6114,335.86343,365.0,353.73856,365.0,364.921,364.2447,359.8796,324.24777,329.09448,365.0,365.0,348.13647,363.13446,350.64972,357.64722,364.48965,365.0,356.15884,365.0,343.12097,352.60193,336.6309,365.0,292.72577,363.1243,365.0,357.17056,365.0,365.0,365.0,364.83484,362.0418,344.57193,365.0,365.0,365.0
2090,288.33905,362.76935,364.66818,349.66013,318.61514,365.0,351.14743,274.31012,360.96185,363.67862,356.0748,363.6727,361.25607,363.27765,353.72308,363.8223,346.51968,364.8736,361.51886,365.0,316.7254,350.3654,348.37128,362.99814,365.0,363.70428,278.13763,300.57858,359.7171,364.84198,365.0,259.8155,357.2761,365.0,365.0,365.0,363.1157,365.0,361.61905,365.0,363.5305,365.0,283.7646,329.9956,364.66965,365.0,279.10468,364.00897,362.71054,364.19412,363.62527,337.79395,363.19418,363.38828,345.68524,365.0,365.0,361.41434,345.75006,365.0,359.35007,355.4804,280.50363,346.52078,353.51877,360.38947,363.19864,361.37503,361.69998
2091,364.42,357.62225,365.0,351.4762,365.0,354.37695,359.16385,358.3934,333.9676,344.4386,365.0,357.64716,362.4718,365.0,363.40332,360.74948,334.5829,365.0,365.0,365.0,348.83807,324.5943,364.08282,326.67624,359.8796,354.2128,356.16998,363.7517,278.04654,338.91122,363.5632,365.0,365.0,358.95447,358.61328,365.0,346.7972,352.32785,365.0,365.0,321.84177,365.0,361.61853,346.8477,364.06403,363.29526,361.8987,365.0,345.03052,364.09933,357.07736,363.62527,330.9079,340.11096,340.83545,239.45082,286.95224,317.53128,363.73428,328.37735,347.9775,365.0,365.0,365.0,354.71094,360.99893,348.98355,342.3112,333.1327
2092,365.27313,359.9987,359.7234,364.8781,301.38354,340.50342,363.96286,365.49435,364.6569,344.16394,364.5242,365.74374,366.0,366.0,345.57718,366.0,338.64975,275.0439,361.0448,345.81625,366.0,366.0,364.02484,351.42477,359.91522,364.1255,360.10895,364.04065,366.0,366.0,338.61023,366.0,366.0,366.0,310.86554,316.18805,350.8203,363.68756,360.96652,360.30844,366.0,354.1891,361.13327,366.0,366.0,361.8156,343.46918,366.0,347.36084,360.03363,357.10895,366.0,366.0,364.04065,350.78616,364.626,357.56888,331.7709,360.27155,365.77975,299.83173,364.30927,277.00916,320.69916,350.07703,366.0,324.0195,362.5864,337.13782
2093,356.71738,359.2744,361.02145,362.60602,365.0,365.0,362.5224,312.3293,363.89392,332.5895,363.5463,343.39243,365.0,358.5567,339.12683,365.0,364.24155,365.0,361.07434,361.99402,365.0,360.42053,345.51038,362.96286,346.26825,317.82495,365.0,365.0,364.16254,261.83585,365.0,365.0,357.74573,365.0,365.0,365.0,359.31558,359.05374,361.4084,365.0,364.843,365.0,365.0,365.0,332.19144,335.99124,365.0,365.0,313.13965,320.2128,363.07977,359.5849,354.71414,362.137,359.16385,332.7384,362.08194,293.62082,301.28983,363.89883,360.76053,364.71558,365.0,359.45175,365.0,354.97852,356.13074,363.27298,357.15796
2094,340.18033,361.4442,358.66833,352.56586,293.62802,337.287,362.18738,360.32846,312.41638,357.53607,353.77563,357.9997,306.17712,365.0,365.0,363.30927,346.80908,281.95963,291.633,351.92346,363.94006,328.56613,363.7675,318.3999,363.35458,365.0,365.0,364.06403,260.79318,358.57858,365.0,365.0,359.3841,365.0,318.6916,363.50824,365.0,365.0,353.11627,360.68176,365.0,364.16376,365.0,362.96286,365.0,362.84088,336.56256,364.60742,349.34686,347.3207,365.0,364.38376,359.93674,365.0,365.0,361.57968,361.00977,362.98322,256.40207,365.0,301.31927,365.0,365.0,360.4437,330.19275,360.4302,353.2562,362.4718,361.23694
2095,363.30927,365.0,363.7991,363.27765,334.7409,348.26147,361.67966,349.85657,359.3841,364.73138,365.0,364.32056,365.0,363.2932,350.1141,354.7105,338.66464,365.0,365.0,350.1789,355.91617,363.7991,360.65042,365.0,348.01624,332.63284,365.0,365.0,358.9515,365.0,362.13107,363.2932,357.43613,365.0,360.48526,312.46008,365.0,337.3449,362.0125,365.0,365.0,365.0,365.0,358.55157,361.15875,365.0,359.274,354.56616,349.88803,359.5614,359.22705,356.30084,361.04028,326.91232,357.4887,365.0,364.8104,365.0,364.02032,348.38654,364.32056,365.0,359.43915,365.0,365.0,365.0,364.16376,330.64554,365.0
2096,366.0,361.00253,358.94907,364.74564,352.4233,358.92578,309.892,313.96857,348.19162,366.0,330.08972,366.0,309.19632,312.31412,364.1391,366.0,364.97934,300.4456,271.99823,356.89963,353.5251,366.0,366.0,362.8481,304.6838,366.0,364.78873,361.58408,360.26215,357.69824,355.79095,366.0,366.0,365.46277,356.69708,366.0,366.0,366.0,342.76822,358.57452,363.0165,364.4673,366.0,365.1098,366.0,366.0,355.5873,366.0,366.0,363.79767,366.0,366.0,340.404,336.314,361.43192,362.9718,310.98102,360.21893,366.0,366.0,330.28937,361.32846,364.52896,366.0,351.36844,307.84033,366.0,363.7088,360.42593
